#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.07507532907844537,0.009998310675330893,-0.10130826595549337,-0.0882839748521621
-0.1329349681297724,0.050984576951779915,-0.1321881146350244,-0.05700860921939186
-0.2840047070013634,0.030791215555053264,-0.14121385751162838,-0.009352500658237853
-0.11711533815415041,-0.0343197943880759,-0.09716898952438474,0.006730666102474312
0.16119660331380228,-0.0636316290410605,0.007250072653418063,-0.019378535107789432
0.20400340791282595,-0.03475897596865488,0.12120170505751249,-0.03402100120862656
0.13072195692422695,0.03216858617595522,0.1545470017061284,0.009213814839735905
0.11116301729015088,0.07063227696334141,0.011865530221497923,0.08172159411559568
0.046332411987281746,0.06263806176989972,-0.152090878383348,0.10442807383414726
-0.04024915224505465,0.006145705474070265,-0.10299207098593768,0.06888340257050189
-0.06006757302254002,-0.05768371821533873,0.057019984837490136,0.011219041131064943
-0.046802319809303154,-0.0681085580679583,0.13209867796715424,-0.034624245773113044
-0.05677928729001622,-0.037504744491885525,0.07303915872410546,-0.06813066386913114
-0.07726058665433629,-0.008628778282090778,-0.040726449135843605,-0.09710000225248938
-0.07374724765621334,0.001264573789030822,-0.12139800466603166,-0.10290261842518764
-0.0416283424364625,0.0006571181660488103,-0.12271933604473391,-0.04881108465041375
-0.0008422504819351062,0.006787140192661442,-0.07010454653581312,0.05685235632181163
0.05075884516891472,0.0291187737080737,-0.0062004154548775895,0.12055395522789329
0.10347595586089015,0.05305451824525822,0.05649843888771404,0.06727868540763288
0.09210545642341118,0.047234711662302545,0.11022151837248899,-0.038200291688986414
-0.05327668434741788,-0.0036401542676477968,0.12283196351269435,-0.08258687849910978
-0.17260763816038543,-0.06480865555976612,0.06106251479930603,-0.0576828948936132
-0.03818875975964908,-0.01270172547013887,-0.03740796815748996,-0.023738049980193483
0.15370850608836706,0.09411014561935771,-0.05661535881401222,-0.024356874776698522
0.13009306507262097,0.0844547809575376,0.017824991853607388,-0.04214349566486941
-0.03672333212155633,-0.03963911788322488,0.09211115600997945,-0.007220619313464291
-0.19205326370884804,-0.18655544568441923,0.08868272101753485,0.09449452232670653
-0.23285476091512305,-0.2039207366074117,0.031083038142973782,0.12162137329116111
-0.12500888487533054,-0.004687781551148589,-0.03953165696212975,-0.010043286290475127
0.06934724086334718,0.21596001493772637,-0.09040341086876495,-0.0975073206968523
0.21974374109216638,0.2499385828349088,-0.11501557796399035,0.019814182159001662
0.27075800740779826,0.1050041243017274,-0.11488628113551551,0.1528965744865012
0.23955237958402797,-0.038549407673156864,-0.09719816871521189,0.10626348691994575
