#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
-0.05991382340109607,-0.18941211060739213,0.05514634643551028,-0.11003884140233858
-0.05012474913831321,-0.1899084486483295,0.12065450421557207,-0.07149376526064566
-0.017086928949879662,-0.0742879071648071,0.17077945121953075,0.0031663092300797707
0.024172316254047355,0.08119115817064484,0.11437467018765232,0.0832459958987731
0.06507984574410555,0.1843053181941042,-0.034616105713140936,0.14419122941658682
0.11690829603508197,0.14594387515146767,-0.17332949529154693,0.19358107103915856
0.14069512987662747,-0.04315330189187904,-0.16186613450878326,0.20898826467127388
0.07918422049514703,-0.14092554346424657,-0.03544271729271349,0.083302560870654
-0.02751711420984725,-0.005436799472743595,0.10315401610983294,-0.13568829998151574
-0.10671744826543544,0.10840464445237322,0.1379036039528128,-0.2652178000514221
-0.1334356504027037,0.054950996468367305,0.09064107217287436,-0.24509852788533226
-0.11852322136755894,-0.05189350996064021,0.00981558052307728,-0.08563106435397555
-0.09204139488273703,-0.06779953953454283,-0.08628300635674949,0.11932649486180721
-0.06105205649248591,0.015595053087144557,-0.16076419280362522,0.267182719748611
-0.00470098567792695,0.05057681703428489,-0.1359030228940417,0.28174519544121834
0.08160744261043927,-0.013436711694872793,0.038561194581948774,0.18503220086869462
0.11900802135029943,-0.04118276973190894,0.2163783210804468,0.036631267849237786
0.061086486632433684,-0.04804832462242172,0.21042005388493826,-0.12983146958453895
-0.031240141228035704,-0.05317935326031252,-0.04353229272278976,-0.247710951432836
-0.07667059590805607,0.03143482606502352,-0.2907594770390901,-0.26385673844144775
-0.04895546635453152,0.11801313241768359,-0.3175513557185822,-0.2132346925377387
0.02287456739884729,0.07844926089339573,-0.04137192137617027,-0.1402892745438334
0.0601009743240753,-0.03168330448934748,0.2527991968602324,-0.06888284867920041
0.04860561448970456,-0.10899026728542076,0.36372292291671604,-0.01650084344810461
0.03485466435784303,-0.07895474272404013,0.2691523152070505,0.01284892136491346
0.03210190990870498,0.012562770519127669,0.20383172312571302,0.017693505768525405
