#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.0655720123129082,-0.11516237313130213,-0.12076586736838303,-0.0950078688361676
0.08102708878423388,-0.10078244053136329,-0.1879715565060766,-0.08168105094626124
-0.01080754178949937,-0.03526397422786911,-0.04375550802703764,-0.03284087732769794
-0.1006938313068731,-0.016254026813243706,0.14015533413314651,-0.0013215342106299242
-0.07564926164666744,-0.05249801800963393,0.16544192911445127,-0.019277721463844905
0.024336385776952366,-0.08423903148171696,0.035969050139524936,-0.003979382245279859
0.10120547737251882,-0.0563129098749781,-0.12113388148912448,0.09974677248661852
0.08386935664133995,-0.024542897458696977,-0.14270470564713403,0.18077988942157153
0.004096812567923633,-0.01696758137076791,0.010031993663771294,0.08559516857716798
-0.057877949822320855,-0.006547404744253832,0.07452901281901031,-0.13540924019519995
-0.07373199488488963,0.0340540388798387,0.020906831786104706,-0.24515909622161364
-0.07708625412176762,0.10465028847795915,0.036268654503947,-0.12826513221564442
-0.07636423706095546,0.14586280799200463,0.09323647781304865,0.07466176229336463
-0.03572459744376855,0.016666256008200504,0.0850762877363586,0.21433554470292396
0.03092783373305684,-0.15966523986061887,-0.02382541740427231,0.25514717900561157
0.08835896275206916,-0.1226030673247166,-0.12029727841047495,0.20606250112073762
0.11684189991523297,0.036359409584990725,-0.06710778529487997,0.07530911959559557
0.09931574259565581,0.12342613200133988,0.024296210876821434,-0.09591534036459887
0.028946782891043313,0.028794626569800447,0.007335787526074991,-0.20080997576961518
-0.06881065116152878,-0.056440447279682636,-0.050265347651031196,-0.14801611193428493
-0.12313923779493638,-0.054370337542207166,0.010696203992936325,0.019372869275933097
-0.11015031536235577,-0.05831100886677921,0.12299345149712507,0.14610741789266268
-0.05657574847303513,-0.07066686094421414,0.07642397973092448,0.10243636081361325
0.01568912372659661,-0.02359409225537633,-0.044612808508047025,-0.02973741080706162
0.07888250023822152,0.0552598324177485,-0.08003833476621076,-0.1004986466847694
0.09904860683691559,0.09290573619321398,-0.02042423069520676,-0.028408309891437146
0.09272576558786082,0.013044820334408846,0.07388311535321518,0.06042134301826109
0.08939681792143196,-0.08464962912732293,0.13317899136810654,0.05896207366045979
0.08566921740236016,-0.10577448115307467,0.07886336937901271,0.02525311626869875
0.07182283570205382,-0.0089864408990333,-0.1092752555573123,0.009482959084902782
0.053645594889600814,0.09384917270815463,-0.2588763586562904,0.01271914593686427
0.03826989909582595,0.10030499868800559,-0.19397303046037884,-0.01742709050315323
0.015688259447143287,0.06570914419869277,-0.015822093979397572,-0.07276932487350299
-0.022392756450704855,0.04656787570327788,0.10969725693409282,-0.09840714042071445
-0.06253841684724909,0.0002814301003294165,0.1090598895428513,-0.0710485840740629
-0.08653233929090678,-0.08046535400836402,0.03601214018790893,-0.007857307164252373
-0.09008669267118131,-0.1219252712192515,0.023663350806868353,0.06804521762967813
-0.0849108117669336,-0.07118423567979362,0.10168288335505653,0.11134723581552648
-0.0801282207327775,0.05449342280363806,0.20195410163177932,0.08455618440865623
