#RSS_anchor1, RSS_anchor2, RSS_anchor3, RSS_anchor4
0.029985567285553398,-0.034995051763570595,0.03478224114450255,-0.015043486010139415
0.03928223599923235,-0.05325347731086203,0.07939331387442622,-0.013533047587213513
0.04793702250691483,0.004034453211277975,0.05500912749092498,0.010310503732615838
0.040745963678939276,0.06033527980014993,-0.03257693212335383,0.03210752509702298
-0.007931858080207304,0.025473039990240656,-0.07254659476030328,0.03377550447663103
-0.0883841364648768,-0.0547092365480636,-0.012513999416763599,0.02210778940071348
-0.08740521892719956,-0.08658286941425526,0.03856506510929298,0.012451156534754657
0.02165914063779752,-0.007754410787583584,0.01756414007145868,0.013214849901950187
0.07913381665501347,0.10367902315029054,0.005488324181314531,0.020712183008412453
0.026862804241682307,0.12901875430970033,0.023897957802243394,0.02983170471066998
-0.0543680120269616,0.009336663090859064,0.014569206733378741,0.029745240763905768
-0.09012885953850847,-0.16152324633449347,-0.018868818128408463,0.0005288000586605297
-0.043494955477984126,-0.13641400976950677,-0.045579820434386305,-0.05920802667729182
0.06306326652016024,0.0822808732089649,-0.0438549431400136,-0.1062588426047897
0.14389481612431454,0.18620679643854834,-0.02195316557382982,-0.07726481248134619
0.10784211798450961,0.03704299658214925,0.007178663612819411,0.005420460710532023
-0.032680591852018395,-0.1443134091298643,0.04101094001181252,0.04462182666997312
-0.13698515778988685,-0.1400012025373848,0.06877196782887326,0.016917928265056694
-0.13034340426360244,0.0003865818747694181,0.046627189922716035,-0.012183863682006364
-0.04442939879244177,0.09743398549424594,-0.0329517155795422,0.03178805185884587
0.047193473475619266,0.08718549607247608,-0.09956138535172783,0.14880748168623564
0.08329098744471863,0.019615726278805222,-0.07416312004180099,0.18274447790554887
0.0696305452544152,-0.03904084947929829,0.01976513616636449,-0.023520728902738933
0.045585461263159086,-0.05963191465722017,0.08488592888600208,-0.24788565036102964
0.04735080906563677,-0.030837704547006916,0.01472451964582382,-0.21099755430946424
0.07048298053815856,0.035614810782904426,-0.03808072554901919,-0.03113182365866788
0.061946557995430404,0.08430093589995576,0.032068215685716384,0.13201685204932112
-0.005269741559600019,0.03399653838240092,0.07516792499524909,0.1786088766605128
-0.09920482990826766,-0.07065414720957132,0.030363070417487852,0.1261329692888472
-0.12644357856058186,-0.1120345631911492,-0.06931215416752433,0.01987148224710267
-0.06865704723821466,-0.04386143912368118,-0.11249313309694677,-0.07375927891658035
-0.0014187798034358517,0.06437076982347684,-0.07964563139835878,-0.08303282712496857
0.0019841758731952448,0.11271221310677777,0.0036890539455111454,-0.012291057852534546
-0.015245130173853485,0.08061385267661635,0.05851513253661717,0.05964458195140901
0.015385892014721259,0.03499298733771181,0.05600819962399625,0.06223788779757235
0.11085713432026995,0.015890024395509687,-0.010255682693847534,-0.00950361674629638
0.14895966342331635,-0.008610251444332261,-0.08514501906799028,-0.08552980201472712
0.027882318728658893,-0.05484745485484655,-0.054566411044693314,-0.08549542288918006
-0.13104444423390738,-0.087066656032405,0.06566340215610056,-0.007285671521005483
-0.16311860684703725,-0.062339039800460634,0.19472947617929787,0.0816288266482013
-0.03486690961152906,0.018123100796663384,0.21665012779245313,0.09548655206387252
0.12198333092552083,0.07542613435540693,0.11419789532341104,0.040006247433709764
0.14733992162438195,0.06908830937146149,-0.061967372925930686,-0.029138354315365968
0.022365389811044727,-0.0038947210323505184,-0.21494805750682933,-0.06544841523789689
-0.10360075312181412,-0.06787508088015179,-0.2569402032724099,-0.06941001404367997
-0.07854051997894392,-0.05203331220952865,-0.18147415533242306,-0.05545329710999043
