#RSS_anchor1_cA_4,#RSS_anchor1_cD_4,#RSS_anchor1_cD_3,#RSS_anchor1_cD_2,#RSS_anchor1_cD_1, RSS_anchor2_cA_4, RSS_anchor2_cD_4, RSS_anchor2_cD_3, RSS_anchor2_cD_2, RSS_anchor2_cD_1, RSS_anchor3_cA_4, RSS_anchor3_cD_4, RSS_anchor3_cD_3, RSS_anchor3_cD_2, RSS_anchor3_cD_1, RSS_anchor4_cA_4, RSS_anchor4_cD_4, RSS_anchor4_cD_3, RSS_anchor4_cD_2, RSS_anchor4_cD_1
1.2221333651325714,0.3009925154147581,0.05801676304514066,0.0601973021601563,0.007652379280375006,0.41293125000000036,0.4874812500000005,0.01753750000000002,0.011050000000000011,0.006950000000000005,0.238327377604008,0.06571672727125791,0.012277985151625018,0.03783958420281251,0.08127792319037497,0.16158203125000017,0.07798828125000004,0.025664062500000008,0.3107421875000003,0.1333593750000001
7.261099304026962,0.04260346746601559,0.0225689931390625,0.12843463720156262,0.012471558965625008,4.213381250000005,0.3471812500000002,0.09636250000000007,0.009725000000000001,0.02045000000000002,3.5379796754011332,0.8591428869746331,0.3539712051811411,0.15426419098064081,0.05534152354078125,4.107314453125005,0.5079394531250009,0.05205078125000004,0.04789062500000004,0.0035156250000000066
8.764819954667201,0.0004249192546875065,0.2623078132281252,0.005208541668749989,0.0008503741500000047,2.1527750000000045,7.499999999999852e-05,0.07940000000000008,0.024975000000000042,0.019949999999999996,5.317708255952992,0.030719007229687484,0.5153666290205242,0.22449091836875015,0.007015586737499996,4.269492187500005,0.056718749999999984,0.3196679687500003,0.10718750000000016,0.0759375000000001
10.948356690060955,0.07748552296874997,0.05610357745859377,0.014137470243750023,0.021257568037500008,4.353200000000004,0.010800000000000027,0.08455000000000004,0.06997500000000015,0.049949999999999994,6.335008313072049,0.07748552296874997,0.04875206733114848,0.014454217737500042,0.007652295937500006,3.6267187500000055,0.030000000000000037,0.13375000000000012,0.44105468750000043,0.31304687500000034
13.855709807272282,0.4444418576441417,0.09964897959687515,0.020726366932812493,0.05789383645312506,5.870575000000009,0.1222000000000002,0.0028124999999999964,0.02770000000000001,0.03800000000000001,7.508906272608211,0.77729849226133,0.18247341131015637,0.040141740381250075,0.037981533453125035,8.565117187500011,0.3583984375000006,0.1981250000000002,0.03250000000000002,0.022812500000000038
15.411404203782443,0.3033120707605476,0.054368676658593754,0.007192405767187515,0.015731921775000008,4.796131250000005,0.15898125,0.015262500000000019,0.02575000000000003,0.10185000000000001,9.07330238808282,0.1772980995046878,0.024162804726562542,0.047442898284374965,0.023668747175,8.130966796875006,0.4118261718750005,0.006621093750000008,0.15140625000000024,0.009843750000000017
13.977428416981265,0.28970982716406274,0.04721222399765622,0.003401258525000006,0.0785843395781251,6.289156250000005,0.04135625000000003,0.07426250000000001,0.0035250000000000064,0.05530000000000005,11.953111407219549,0.019921060625781292,0.006678303226562496,0.0989944054765626,0.06242877836250005,5.674931640625006,0.05395507812500002,0.16503906250000017,0.04769531250000008,0.03703125000000002
13.834845744413297,0.4313486270945317,0.022568993057812535,0.05190699050781257,0.012754719390625007,6.152656250000005,0.20320625000000028,0.016900000000000026,0.04410000000000003,0.045050000000000034,11.110101325176966,0.09580533873320339,0.0868221010820313,0.03220702806406253,0.001842477324999999,3.327441406250002,0.15869140625000008,0.05128906250000002,0.09566406250000009,0.04656250000000003
11.447397188217202,0.19597428784843765,0.007883141300000025,0.00031889030624999987,0.26396123157812523,4.268200000000005,0.32857500000000034,0.03481250000000002,0.025800000000000035,0.0970500000000001,3.3425817227053036,0.10066729498911342,0.14349533418712498,0.05856800170500008,0.059880513062499995,7.2652832031250085,0.1876269531250001,0.19009765625000014,0.01812500000000002,0.04875000000000003
0.42444084740526583,0.11200695889026577,0.041897751639281285,0.058283680556250037,0.0011335941124999997,0.5616062500000004,0.25485625000000045,0.020000000000000007,0.006500000000000005,0.04520000000000004,0.9936521172270638,0.2721077100714535,0.08016235548385153,0.29099392999550006,0.04110122677050003,0.24348632812500018,0.10418945312500011,0.03916015625000003,0.1822265625000001,0.11625000000000005
1.1947309749244226,0.10884517687692197,0.09736352466225003,0.017432187934687506,0.08248293537787507,0.4131000000000006,0.13230000000000017,0.16510000000000016,0.05070000000000004,0.006000000000000005,0.6700588478355471,0.051445377126046854,0.1032469280241251,0.06334990986468753,0.03401289456787502,0.2104687500000001,0.10546875000000012,0.21921875000000018,0.03984375000000004,0.0009375000000000021
0.7865693920216881,0.020832291679687497,0.05732884298762507,0.004251870750000004,0.008503741500000007,0.4212750000000005,0.001875000000000005,0.08605000000000008,0.17580000000000018,0.021600000000000022,0.8040974302914378,0.008610279346687512,0.017148908449937522,0.034865143718437526,0.021259353750000015,0.1782421875000002,0.0854296875000001,0.08289062500000006,0.023437500000000028,0.2043750000000002
1.1718745312502354,0.10214856526879693,0.034864441335406296,0.031035942202687516,0.011053863967875003,0.6183750000000009,0.0918750000000001,0.04050000000000002,0.07020000000000007,0.005400000000000005,0.8490650527221102,0.0038262283222968716,0.03330518991581254,0.13818272791575015,0.06122479593750002,0.1623046875000002,0.03386718750000004,0.09539062500000006,0.031875000000000014,0.009375000000000007
0.933352158182001,0.030717641163000034,0.05300417914400004,0.013036856069749999,0.041595635489500044,0.8916750000000013,0.024300000000000037,0.28468750000000026,0.00030000000000000073,0.043350000000000014,0.14165383305387513,0.06643235544300008,0.07622935494700003,0.12638367496467198,0.00843284424909376,0.2882421875000003,0.17824218750000023,0.048203125000000055,0.022968750000000017,0.08148437500000003
6.425948932874665,0.4123531578290317,0.22223987039556284,0.059522619056250045,0.02168439202812502,2.3005125000000017,0.5234125000000006,0.02031250000000001,0.08652500000000005,0.12145000000000011,2.294938645907785,1.2272610885977824,0.06310287514862503,0.009956565207640626,0.032951522114500024,2.4986914062500025,0.35166015625000013,0.4095507812500001,0.06050781250000007,0.13164062500000007
7.843538227891697,0.4630080994921881,0.35494760487700033,0.05314659864375005,0.031461700687500024,3.0684000000000045,0.20280000000000026,0.08740000000000003,0.07680000000000006,0.051000000000000004,3.073543863957754,1.2861398299320013,0.09325575795562505,0.12584908843950005,0.014455289125499995,3.373710937500004,0.03386718750000004,0.3022656250000003,0.34921875000000036,0.0046875
9.562556853408214,0.12528188067382837,0.11353792552578135,0.044253295826562546,0.008857320015625015,5.809862500000008,0.1990625000000004,0.01771250000000001,0.0717250000000001,0.011200000000000012,4.420030510233209,0.5735548827582041,0.41868869515931273,0.2178617531313283,0.175807831675,4.593291015625006,0.5566894531250005,0.3234765625000002,0.028125000000000015,0.001250000000000004
9.696515032106651,0.015423545119140717,0.08361298192578127,0.04039086735000004,0.043366224500000015,3.7530000000000046,0.0049750000000000185,0.0015125000000000034,0.004225000000000009,0.02545000000000001,5.970779298576677,0.029479579163171964,0.2972625792350941,0.38407333618125045,0.11479527211250004,4.033593750000002,0.2687500000000001,0.14750000000000013,0.03207031250000003,0.000312500000000001
19.718543366640645,0.16328239512812526,0.05642315973125001,0.01576735403125003,0.028699978765625002,3.781862500000005,0.30111250000000034,0.022262500000000015,0.04565000000000008,0.019450000000000002,7.790836586776961,0.7933665486144542,0.5089616301757814,0.008290299764062497,0.01339294644062499,6.65551757812501,0.3713378906250005,0.04925781250000006,0.0876953125000001,0.47453125000000046
14.681641847367203,0.0026571960046874754,0.03606872732500006,0.0667524064687501,0.031461343574999995,5.109075000000005,0.027075000000000002,0.0020000000000000074,0.06630000000000003,0.15360000000000013,11.150629932000014,0.056226883518750215,0.04513625996562508,0.024660314643749993,0.0034014965999999962,3.5818359375000046,0.1435546875000001,0.1739062500000002,0.02718750000000003,0.01687500000000001
15.744827114016426,0.27370935073828173,0.01888461877656253,0.054598443170312566,0.09502457909062507,5.561562500000006,0.1776125000000004,0.014462499999999979,0.03365,0.06520000000000008,8.675029878008218,0.38148711652695366,0.0377707851625,0.05895927440000001,0.021330218262500016,3.6453320312500037,0.1434570312500002,0.15970703125000013,0.1872656250000002,0.12781250000000008
14.507155426610954,0.0009566709187500211,0.24461446074609397,0.03344596656093749,0.028273154775000003,5.4347750000000055,0.02167499999999997,0.1616000000000002,0.041475000000000053,0.06879999999999999,8.206305330954692,0.16167216199218767,0.00784812572187501,0.006660609417187505,0.040745457784375036,3.6875000000000013,0.00046874999999999695,0.14125000000000015,0.2592187500000003,0.028750000000000032
