Count_RSS_1,Mean_RSS_1,Min_RSS_1,Q1_RSS_1,Median_RSS_1,Q3_RSS_1,Max_RSS_1,PPv_RSS_1,Mad_RSS_1,Var_RSS_1,Std_RSS_1,Skew_RSS_1,Kurt_RSS_1,Crest_Factor_RSS_1,Count_RSS_2,Mean_RSS_2,Min_RSS_2,Q1_RSS_2,Median_RSS_2,Q3_RSS_2,Max_RSS_2,PPv_RSS_2,Mad_RSS_2,Var_RSS_2,Std_RSS_2,Skew_RSS_2,Kurt_RSS_2,Crest_Factor_RSS_2,Count_RSS_3,Mean_RSS_3,Min_RSS_3,Q1_RSS_3,Median_RSS_3,Q3_RSS_3,Max_RSS_3,PPv_RSS_3,Mad_RSS_3,Var_RSS_3,Std_RSS_3,Skew_RSS_3,Kurt_RSS_3,Crest_Factor_RSS_3,Count_RSS_4,Mean_RSS_4,Min_RSS_4,Q1_RSS_4,Median_RSS_4,Q3_RSS_4,Max_RSS_4,PPv_RSS_4,Mad_RSS_4,Var_RSS_4,Std_RSS_4,Skew_RSS_4,Kurt_RSS_4,Crest_Factor_RSS_4,corr_0,corr_1,corr_2,corr_3,corr_4,corr_5,cov_0,cov_1,cov_2,cov_3,cov_4,cov_5,cov_6,cov_7,cov_8,cov_9,#RSS_anchor1_FC,#RSS_anchor1_MSF,#RSS_anchor1_RMSF,#RSS_anchor1_VF,#RSS_anchor1_RVF,#RSS_anchor1_FVM, RSS_anchor2_FC, RSS_anchor2_MSF, RSS_anchor2_RMSF, RSS_anchor2_VF, RSS_anchor2_RVF, RSS_anchor2_FVM, RSS_anchor3_FC, RSS_anchor3_MSF, RSS_anchor3_RMSF, RSS_anchor3_VF, RSS_anchor3_RVF, RSS_anchor3_FVM, RSS_anchor4_FC, RSS_anchor4_MSF, RSS_anchor4_RMSF, RSS_anchor4_VF, RSS_anchor4_RVF, RSS_anchor4_FVM,#RSS_anchor1_cA_4,#RSS_anchor1_cD_4,#RSS_anchor1_cD_3,#RSS_anchor1_cD_2,#RSS_anchor1_cD_1, RSS_anchor2_cA_4, RSS_anchor2_cD_4, RSS_anchor2_cD_3, RSS_anchor2_cD_2, RSS_anchor2_cD_1, RSS_anchor3_cA_4, RSS_anchor3_cD_4, RSS_anchor3_cD_3, RSS_anchor3_cD_2, RSS_anchor3_cD_1, RSS_anchor4_cA_4, RSS_anchor4_cD_4, RSS_anchor4_cD_3, RSS_anchor4_cD_2, RSS_anchor4_cD_1
27.0,-0.23280485185185182,-0.90476,-0.30952,-0.14286,-0.095238,0.0,0.90476,0.1591208504801097,0.04680485267313105,0.21634429198185712,-1.669888429947781,2.920706485091868,0.0,27.0,-0.08296296296296297,-0.6,-0.2,-0.04,0.04,0.16,0.76,0.1402469135802469,0.03445242165242165,0.1856136354162098,-1.0915046580700587,1.2961661725664468,3.9940828402366853,27.0,-0.0776005185185185,-0.61905,-0.28570999999999996,-0.047619,0.14286,0.28570999999999996,0.90476,0.2074600932784637,0.05793626631502849,0.24069953534443828,-0.5453336969133011,-0.7480996797243877,4.622217770466911,27.0,0.0888888888888889,-0.8,-0.07500000000000001,0.15,0.32499999999999996,0.5,1.3,0.2279835390946502,0.08967948717948718,0.2994653355223058,-1.2856938130107234,1.9370651660202514,5.304518664047151,0.24304673773823907,-0.016933064025463695,-0.13899368432225506,-0.09553047761850218,-0.21373345370630986,0.1311374728343622,0.04680485267313106,0.009759894301994304,-0.0008817718774586915,-0.009005069444444442,0.03445242165242165,-0.004268026210826212,-0.011880341880341885,0.05793626631502848,0.009452542094017092,0.08967948717948718,1.734381351166225e-18,0.05571779364857145,0.23604616846831353,1.882683823460414,1.3721092607589287,1.1854189753240802,1.1709086018123644e-16,0.05275855651992735,0.22969230836039622,1.263921669332034,1.1242427092634553,0.8428197634302288,-3.920407672590285e-17,0.07381731165964542,0.27169341482569176,2.4692229813706033,1.5713761425484998,1.1537399216640492,-4.501139275925322e-18,0.06966967902627022,0.26395014496353325,2.7572270641097134,1.6604900072297073,1.370298787542852,1.2221333651325714,0.3009925154147581,0.05801676304514066,0.0601973021601563,0.007652379280375006,0.41293125000000036,0.4874812500000005,0.01753750000000002,0.011050000000000011,0.006950000000000005,0.238327377604008,0.06571672727125791,0.012277985151625018,0.03783958420281251,0.08127792319037497,0.16158203125000017,0.07798828125000004,0.025664062500000008,0.3107421875000003,0.1333593750000001
26.0,-0.5311338461538461,-0.85714,-0.7619,-0.59524,-0.28570999999999996,-0.14286,0.71428,0.23020508875739648,0.0634355808246154,0.25186421108330453,0.19354644017112974,-1.7221702286094513,-0.416381382897231,26.0,-0.4169230769230769,-0.88,-0.6,-0.44,-0.2,0.04,0.92,0.23230769230769227,0.07887015384615385,0.2808383055178795,-0.06672341678410657,-0.938912631355866,0.1602169090460931,26.0,0.3113553076923077,-0.42857,0.01190475,0.16666999999999998,0.71429,0.85714,1.28571,0.3519293550295858,0.15895273512310154,0.39868876974790945,-0.02355215619278624,-1.3173176373735918,3.4315619851131176,26.0,0.40769230769230774,-0.25,0.1,0.525,0.65,0.8,1.05,0.26804733727810653,0.10133846153846154,0.318337025082634,-0.6571590016674362,-0.8651893979565046,3.034281546316557,0.6897066255091192,-0.7315115276428049,-0.51122528270238,-0.564841353527753,-0.38326782655378144,0.1747243489144115,0.0634355808246154,0.0487851003076923,-0.07345504639796924,-0.040988869230769234,0.07887015384615384,-0.06324363618461538,-0.034264615384615386,0.15895273512310154,0.022175559538461537,0.10133846153846154,-0.0027808474395826215,0.023440555859650422,0.15310308899447594,0.826088267109694,0.9088939801262268,1.3172520257445572,-0.005807752491396384,0.03025033881751914,0.17392624533841677,1.1938688608529306,1.0926430619616503,1.4569385444840135,-0.016338114019395146,0.040388092654341796,0.20096788961011108,1.7683778221992745,1.3298036780665312,1.5693601222850153,-0.025283451022597207,0.05740889314626568,0.2396015299330655,2.641571642132354,1.6252912484020683,1.597274650067407,7.261099304026962,0.04260346746601559,0.0225689931390625,0.12843463720156262,0.012471558965625008,4.213381250000005,0.3471812500000002,0.09636250000000007,0.009725000000000001,0.02045000000000002,3.5379796754011332,0.8591428869746331,0.3539712051811411,0.15426419098064081,0.05534152354078125,4.107314453125005,0.5079394531250009,0.05205078125000004,0.04789062500000004,0.0035156250000000066
23.0,-0.6625247826086957,-1.0,-0.85714,-0.71429,-0.42857,-0.14286,0.85714,0.22378196597353495,0.0657415764624506,0.2564012021470465,0.3321725271051666,-1.050682699447624,-0.2846824267151924,23.0,-0.32869565217391317,-0.84,-0.44,-0.32,-0.2,-0.04,0.7999999999999999,0.15667296786389417,0.0398482213438735,0.19962019272576986,-0.7864437198845527,0.4730688097739493,-0.2736792003807711,23.0,0.488612652173913,-0.14286,0.14286,0.66667,0.7619,0.85714,1.0,0.3078585103969754,0.1187829250828735,0.34464898822261686,-0.5778095023971054,-1.267426127578391,2.432563620537863,23.0,0.4521739130434782,-0.3,0.35,0.45,0.7,0.8,1.1,0.232703213610586,0.09738142292490118,0.3120599668731976,-1.1088234994691786,0.9524775626228053,2.6880934989043093,0.5572642122634736,-0.7225954132651233,-0.10156716859420692,-0.6087049381274847,0.08204185570224155,0.08828966657113076,0.06574157646245059,0.028522374703557316,-0.06385461128355732,-0.008126648221343872,0.039848221343873516,-0.04187822861660079,0.005110671936758894,0.11878292508287353,0.00949565533596838,0.0973814229249012,3.050011993233311e-18,0.047426088013403304,0.2177753154363536,1.8082121048110393,1.3446977745244615,1.5826352943903925,0.0,0.04319779316588981,0.2078407880226829,1.1614966629178025,1.0777275457729576,1.12062913652207,0.0,0.025393636195107396,0.1593538082227952,0.8968251060515232,0.9470085036849053,1.4974916533582339,1.3894703099889975e-18,0.062255121016397845,0.24950976136495712,2.642012560647762,1.6254268856665814,1.7370132323458036,8.764819954667201,0.0004249192546875065,0.2623078132281252,0.005208541668749989,0.0008503741500000047,2.1527750000000045,7.499999999999852e-05,0.07940000000000008,0.024975000000000042,0.019949999999999996,5.317708255952992,0.030719007229687484,0.5153666290205242,0.22449091836875015,0.007015586737499996,4.269492187500005,0.056718749999999984,0.3196679687500003,0.10718750000000016,0.0759375000000001
23.0,-0.7204973913043478,-1.0,-0.92857,-0.66667,-0.57143,-0.42857,0.57143,0.173191606805293,0.042734252020158105,0.20672264515567254,-0.1294203508521141,-1.237218606882299,-0.7653135041877371,23.0,-0.4434782608695652,-0.84,-0.56,-0.4,-0.32,-0.08,0.76,0.17754253308128543,0.04536916996047429,0.21300039896787587,-0.2654935916715779,-0.6225004572481039,-0.33323674297305117,23.0,0.5465843478260868,-0.095238,0.261905,0.71429,0.78571,0.85714,0.9523780000000001,0.27671258979206054,0.1038689063059644,0.3222869936965567,-0.8339793070489798,-0.8485423673593564,2.1530375482757957,23.0,0.4369565217391304,-0.35,0.3,0.55,0.65,0.8,1.15,0.2625708884688091,0.11391304347826092,0.33751006426218005,-1.1043735459932815,0.643924441329891,2.6676332004349397,0.2688695141475108,-0.5036776279074459,-0.019827675903039958,-0.11608788614700984,0.24592984294306663,0.15806455897628502,0.042734252020158105,0.011838864031620553,-0.03355702827276679,-0.0013833962450592872,0.045369169960474305,-0.007969115098814226,0.017679841897233203,0.10386890630596442,0.017193488833992097,0.11391304347826088,-1.5457164512812813e-18,0.04359672918416541,0.2087982978478642,1.633943451177276,1.2782579752058174,1.5614301784792954,-3.5820221282121115e-18,0.05605348054358221,0.23675616263063187,1.8347228178730197,1.3545194047606035,1.347578673729285,-2.941141047553484e-18,0.03259640682979953,0.18054475021389996,1.270558647719339,1.1271905995524176,1.641219020359563,-1.312004190627502e-18,0.056692659161517556,0.23810220318492972,2.534664780668021,1.59206305800619,1.839573632191051,10.948356690060955,0.07748552296874997,0.05610357745859377,0.014137470243750023,0.021257568037500008,4.353200000000004,0.010800000000000027,0.08455000000000004,0.06997500000000015,0.049949999999999994,6.335008313072049,0.07748552296874997,0.04875206733114848,0.014454217737500042,0.007652295937500006,3.6267187500000055,0.030000000000000037,0.13375000000000012,0.44105468750000043,0.31304687500000034
25.0,-0.80381,-1.0,-1.0,-0.90476,-0.66667,-0.47618999999999995,0.5238100000000001,0.18118000000000006,0.039742745658333335,0.1993558267478865,0.40091891920634143,-1.4974854294731943,-0.6959160672163381,25.0,-0.4960000000000001,-0.8,-0.56,-0.48,-0.44,-0.16,0.64,0.11264000000000003,0.021333333333333333,0.1460593486680443,0.1986982647471203,0.21531373517786667,-0.600384245917387,25.0,0.620952,0.19047999999999998,0.52381,0.71429,0.80952,0.9523799999999999,0.7618999999999999,0.17706672,0.04411937605000001,0.21004612838612383,-0.4660078151093179,-0.8016296601129422,2.2255197698660423,25.0,0.514,0.05,0.35,0.5,0.65,0.9,0.85,0.18368,0.04885833333333333,0.22103921220754777,0.054757424759833896,-0.6754416011306921,2.8929604628736736,0.48843692484602524,-0.4740994966590366,0.12868876947697397,-0.5266961425577121,-0.12957576674667629,0.09341959076229112,0.03974274565833333,0.014222200000000004,-0.019852404195833333,0.005670729166666667,0.021333333333333333,-0.016158616666666667,-0.004183333333333332,0.04411937604999999,0.004337324999999999,0.04885833333333334,-2.6278504070058143e-18,0.04543110727729134,0.21314574186994997,2.0065885572044,1.4165410538365628,1.6899333716490355,1.989398633477459e-18,0.041161691123529076,0.2028834422113571,1.195831002151717,1.0935405809350272,1.1161393256659597,1.2004360231223602e-17,0.02728281712746491,0.1651751104963,0.9720345775494018,0.9859181393753752,1.3872747109055954,-3.072975488109607e-17,0.04428120089883746,0.2104309884471331,1.6706596516201653,1.2925400000078007,1.4451440031604406,13.855709807272282,0.4444418576441417,0.09964897959687515,0.020726366932812493,0.05789383645312506,5.870575000000009,0.1222000000000002,0.0028124999999999964,0.02770000000000001,0.03800000000000001,7.508906272608211,0.77729849226133,0.18247341131015637,0.040141740381250075,0.037981533453125035,8.565117187500011,0.3583984375000006,0.1981250000000002,0.03250000000000002,0.022812500000000038
27.0,-0.7795399999999999,-1.0,-0.9761899999999999,-0.80952,-0.71429,-0.28570999999999996,0.7142900000000001,0.15807703703703704,0.04241214929230768,0.20594210179637307,0.8800193717425453,0.08770394504240331,-0.4405542835604665,27.0,-0.43999999999999995,-0.8,-0.56,-0.44,-0.32,-0.08,0.7200000000000001,0.15407407407407414,0.03458461538461539,0.18596939367706555,-0.10664135682557152,-0.6519015716619592,-0.3525724732306085,27.0,0.573192962962963,0.19047999999999998,0.45238,0.57143,0.71429,0.85714,0.66666,0.14658181069958848,0.03043496360626782,0.17445619394641115,-0.4222075472517464,-0.6360103694421211,2.395196425232555,27.0,0.4925925925925925,-0.6,0.375,0.55,0.65,0.95,1.5499999999999998,0.18449931412894371,0.08436609686609688,0.2904584253660012,-2.0794691145503936,7.144935553773318,2.933104631217838,0.12625057190244554,-0.3899321306258816,-0.21965743407965535,-0.1603255214446705,0.06693126787091724,0.13400295949543012,0.042412149292307695,0.004835261538461541,-0.01400943294615385,-0.013139384615384614,0.034584615384615394,-0.005201523076923078,0.003615384615384615,0.030434963606267813,0.00679023433048433,0.08436609686609686,-1.2155043189715514e-17,0.04597811866891162,0.2144250887114463,2.1963296478257437,1.4820019054730476,1.6914531129434676,-1.11929571153233e-17,0.05332678949453875,0.2309259394146503,1.9500331855847275,1.396435886671754,1.2857888939056235,-3.86031615160073e-17,0.03599543539795282,0.18972463044621493,1.3406105782877515,1.1578473898954695,1.3314768035696547,-3.677230236595806e-17,0.051533544504935934,0.22701000970207444,2.6995196773837433,1.6430215084969957,1.8450561496195865,15.411404203782443,0.3033120707605476,0.054368676658593754,0.007192405767187515,0.015731921775000008,4.796131250000005,0.15898125,0.015262500000000019,0.02575000000000003,0.10185000000000001,9.07330238808282,0.1772980995046878,0.024162804726562542,0.047442898284374965,0.023668747175,8.130966796875006,0.4118261718750005,0.006621093750000008,0.15140625000000024,0.009843750000000017
26.0,-0.7344323076923074,-1.0,-0.940475,-0.71429,-0.57143,-0.42857,0.57143,0.182867100591716,0.043387239914461556,0.20829603912331496,0.03630266580561431,-1.460460473331717,-0.7375032361488675,26.0,-0.46615384615384625,-0.84,-0.62,-0.44,-0.32,-0.16,0.6799999999999999,0.16662721893491128,0.03954461538461538,0.1988582796481338,-0.42663718244255494,-0.9041509186794938,-0.626657025789347,26.0,0.5970684615384614,0.14286,0.42857,0.57143,0.7619,0.90476,0.7619,0.19244757396449702,0.04847671167753848,0.22017427569436554,-0.2715460004585826,-1.0197563569859867,2.244488545466918,26.0,0.4769230769230769,0.05,0.35,0.5,0.6375000000000001,0.8,0.75,0.15355029585798816,0.03484615384615384,0.18667124536509055,-0.1806660982892911,-0.3429764712836767,3.065585851142226,0.365688560916861,-0.455034957331179,-0.007536874245664121,-0.47479558372672204,0.05636434297744557,0.04972731924817242,0.04338723991446154,0.015147329230769226,-0.020868553635692313,-0.0002930553846153827,0.039544615384615386,-0.020788201846153848,0.0020923076923076915,0.04847671167753847,0.0020438030769230754,0.03484615384615385,-0.0005817698091026972,0.036772132781743634,0.19176061321800061,1.562059144248089,1.2498236452588376,1.574109237778546,-0.001727701271011664,0.043872687895755935,0.20945808147635636,1.5957306696659082,1.2632223358007522,1.335700995543649,-0.004852017533621599,0.0374869544780088,0.19361548098746856,1.5411080050861201,1.2414137122998603,1.5099190791022383,-0.0029971896777515454,0.04571081830423047,0.21380088471339512,1.6039794063318487,1.2664830856872304,1.2832534005786276,13.977428416981265,0.28970982716406274,0.04721222399765622,0.003401258525000006,0.0785843395781251,6.289156250000005,0.04135625000000003,0.07426250000000001,0.0035250000000000064,0.05530000000000005,11.953111407219549,0.019921060625781292,0.006678303226562496,0.0989944054765626,0.06242877836250005,5.674931640625006,0.05395507812500002,0.16503906250000017,0.04769531250000008,0.03703125000000002
26.0,-0.6593407692307692,-1.0,-0.7619,-0.64286,-0.57143,-0.28570999999999996,0.7142900000000001,0.16849846153846157,0.04475165840738462,0.2115458777839564,-0.06907606409780015,-0.6343843139479781,-0.5980190617059469,26.0,-0.44307692307692315,-0.88,-0.56,-0.44,-0.29000000000000004,-0.08,0.8,0.15124260355029587,0.03762215384615384,0.19396431075368953,-0.27527950458729644,-0.11582278373768551,-0.3440974060349391,26.0,0.5695957692307692,0.28570999999999996,0.42857,0.5,0.7499975000000001,0.9523799999999999,0.6666699999999999,0.18470050295857987,0.04471328108138461,0.21145515146570587,0.37208317331833246,-1.2327568424070812,2.5919836037771375,26.0,0.3923076923076923,-0.05,0.3,0.35,0.5,0.9,0.9500000000000001,0.14940828402366862,0.03973846153846153,0.19934508155071579,0.1883830410214053,0.9873154315653818,4.684684684684686,0.48706694485606,-0.35453600288893816,0.252074341336076,-0.031719648480644305,0.3324740259853799,-0.30310231621837075,0.044751658407384605,0.01998550153846154,-0.015859269563384615,0.010630133846153848,0.037622153846153854,-0.001300973538461539,0.012855384615384617,0.044713281081384615,-0.012776533846153848,0.03973846153846154,-0.006948699437573054,0.04207496816797918,0.20512183737471537,1.8268305428417124,1.3516029531048357,1.5814248770679582,-0.00939603240291228,0.05078528341597733,0.2253559038853372,1.8499310836064846,1.3601217164674948,1.3098818501176674,-0.001947629027904057,0.034939857818134114,0.18692206348672197,1.3311033161549182,1.1537345085221808,1.4104921138763453,-0.017715221699114467,0.04513475644506942,0.21244942091017668,1.514182343888514,1.230521167590592,1.1941056405127353,13.834845744413297,0.4313486270945317,0.022568993057812535,0.05190699050781257,0.012754719390625007,6.152656250000005,0.20320625000000028,0.016900000000000026,0.04410000000000003,0.045050000000000034,11.110101325176966,0.09580533873320339,0.0868221010820313,0.03220702806406253,0.001842477324999999,3.327441406250002,0.15869140625000008,0.05128906250000002,0.09566406250000009,0.04656250000000003
25.0,-0.7066664,-1.0,-0.9523799999999999,-0.71429,-0.47618999999999995,-0.2381,0.7619,0.21424723199999995,0.0611638582073333,0.24731327948036536,0.30815439089071,-1.2937563026510306,-0.42663010052922506,25.0,-0.46720000000000006,-0.8,-0.64,-0.48,-0.32,-0.08,0.7200000000000001,0.16473600000000005,0.037296,0.19312172327317298,0.24311378462120267,-0.967244540631591,-0.3148614609571788,25.0,0.34666652,-0.095238,0.19047999999999998,0.38095,0.52381,0.71429,0.809528,0.16411429760000001,0.04242630869092668,0.20597647606201705,-0.5969460228678944,-0.1682936878366319,4.4391499434057895,25.0,0.446,0.05,0.35,0.45,0.55,0.85,0.7999999999999999,0.16448000000000002,0.04581666666666667,0.21404828115793564,-0.006018340678075638,-0.22909183592824567,3.499382461918485,-0.16829601466360933,0.17968300643583063,0.08680239144829491,-0.12817249260509692,0.2048993296262778,0.26902395233705056,0.06116385820733333,-0.008038081333333332,0.00915318132263333,0.004595056666666669,0.037295999999999996,-0.005098513599999999,0.00847,0.04242630869092667,0.011860972999999999,0.04581666666666667,1.552936874023741e-17,0.05563299981667051,0.23586648726911272,2.6241090641814653,1.619910202505517,1.7872958057665769,-2.012014857755995e-17,0.05590793064405485,0.23644857928110893,1.903575664393423,1.379701295351071,1.2898246302990406,-3.692855420706915e-18,0.04807666997552024,0.21926392766599856,1.5148699732329651,1.2308005416122325,1.2025632180451074,-3.5334514341437524e-17,0.057862887201766765,0.24054705818564226,2.1155985933190435,1.4545097432877663,1.3824956701391447,11.447397188217202,0.19597428784843765,0.007883141300000025,0.00031889030624999987,0.26396123157812523,4.268200000000005,0.32857500000000034,0.03481250000000002,0.025800000000000035,0.0970500000000001,3.3425817227053036,0.10066729498911342,0.14349533418712498,0.05856800170500008,0.059880513062499995,7.2652832031250085,0.1876269531250001,0.19009765625000014,0.01812500000000002,0.04875000000000003
25.0,-0.06666592000000002,-0.42857,-0.19047999999999998,0.0,0.0,0.19047999999999998,0.61905,0.1310477376,0.026266084057743333,0.16206814633895006,-0.41215827561738994,-0.33521850150857624,6.4221637562040605,25.0,-0.13600000000000004,-0.76,-0.2,-0.08,0.04,0.04,0.8,0.16640000000000008,0.046266666666666685,0.2150968773986891,-1.4515157913825578,1.8314152386479012,0.6358087487283823,25.0,-0.14095256,-0.71429,-0.28570999999999996,-0.14286,0.047619,0.19047999999999998,0.90477,0.19261073280000002,0.06055988167183999,0.24608917422723006,-0.7120494880039758,0.14281348330757604,2.441891288848163,25.0,0.066,-0.35,-0.1,0.05,0.2,0.45,0.8,0.16463999999999998,0.04431666666666667,0.21051524093677082,0.025946677822501218,-0.5998299927245485,9.594882729211088,0.6329115056361984,0.045960465476047825,-0.17969691022649345,0.0050979338794976264,0.1439155950921928,-0.22466381339199512,0.026266084057743326,0.022063517999999994,0.0018330511858800007,-0.006130865916666667,0.046266666666666664,0.00026984900000000256,0.0065166666666666645,0.060559881671839996,-0.011638826083333333,0.04431666666666666,1.8206015152141582e-17,0.05657390449425217,0.23785269494847472,1.116316799435502,1.0565589427171123,0.7470186055545694,9.80451661865656e-18,0.05554810633088822,0.23568645767393642,1.4938735919081914,1.222241216744138,1.019122880837703,6.0361055610285e-17,0.07079687604767182,0.2660768235823478,2.3704102426573352,1.5396136666895808,1.2507263981918655,4.2095843570507796e-17,0.07384395945586936,0.27174245059590774,1.9018233589070086,1.3790661183957094,0.9593432295304616,0.42444084740526583,0.11200695889026577,0.041897751639281285,0.058283680556250037,0.0011335941124999997,0.5616062500000004,0.25485625000000045,0.020000000000000007,0.006500000000000005,0.04520000000000004,0.9936521172270638,0.2721077100714535,0.08016235548385153,0.29099392999550006,0.04110122677050003,0.24348632812500018,0.10418945312500011,0.03916015625000003,0.1822265625000001,0.11625000000000005
