#RSS_anchor1_FC,#RSS_anchor1_MSF,#RSS_anchor1_RMSF,#RSS_anchor1_VF,#RSS_anchor1_RVF,#RSS_anchor1_FVM, RSS_anchor2_FC, RSS_anchor2_MSF, RSS_anchor2_RMSF, RSS_anchor2_VF, RSS_anchor2_RVF, RSS_anchor2_FVM, RSS_anchor3_FC, RSS_anchor3_MSF, RSS_anchor3_RMSF, RSS_anchor3_VF, RSS_anchor3_RVF, RSS_anchor3_FVM, RSS_anchor4_FC, RSS_anchor4_MSF, RSS_anchor4_RMSF, RSS_anchor4_VF, RSS_anchor4_RVF, RSS_anchor4_FVM
1.734381351166225e-18,0.05571779364857145,0.23604616846831353,1.882683823460414,1.3721092607589287,1.1854189753240802,1.1648101195112583e-16,0.05275855651992735,0.22969230836039622,1.263921669332034,1.1242427092634553,0.8428197634302288,-3.920407672590285e-17,0.07381731165964542,0.27169341482569176,2.4692229813706033,1.5713761425484998,1.1537399216640492,-4.501139275925322e-18,0.06966967902627022,0.26395014496353325,2.7572270641097134,1.6604900072297073,1.370298787542852
-0.0027808474395826215,0.023440555859650422,0.15310308899447594,0.826088267109694,0.9088939801262268,1.3172520257445572,-0.0058077524913963865,0.03025033881751914,0.17392624533841677,1.1938688608529309,1.0926430619616503,1.4569385444840135,-0.016338114019395146,0.040388092654341796,0.20096788961011108,1.7683778221992745,1.3298036780665312,1.5693601222850153,-0.025283451022597207,0.05740889314626568,0.2396015299330655,2.641571642132354,1.6252912484020683,1.597274650067407
3.050011993233311e-18,0.047426088013403304,0.2177753154363536,1.8082121048110393,1.3446977745244615,1.5826352943903925,0.0,0.04319779316588981,0.2078407880226829,1.1614966629178025,1.0777275457729576,1.12062913652207,0.0,0.025393636195107396,0.1593538082227952,0.8968251060515231,0.9470085036849052,1.4974916533582339,1.3894703099889975e-18,0.062255121016397845,0.24950976136495712,2.642012560647762,1.6254268856665814,1.7370132323458036
-1.5457164512812813e-18,0.04359672918416541,0.2087982978478642,1.633943451177276,1.2782579752058174,1.5614301784792954,-1.7910110641060557e-18,0.05605348054358221,0.23675616263063187,1.8347228178730197,1.3545194047606035,1.347578673729285,-2.941141047553484e-18,0.03259640682979953,0.18054475021389996,1.270558647719339,1.1271905995524176,1.641219020359563,-1.312004190627502e-18,0.056692659161517556,0.23810220318492972,2.534664780668021,1.59206305800619,1.839573632191051
-2.6278504070058143e-18,0.04543110727729134,0.21314574186994997,2.0065885572044,1.4165410538365628,1.6899333716490355,2.2380734626621417e-18,0.04116169112352909,0.20288344221135712,1.195831002151717,1.0935405809350272,1.1161393256659597,1.2004360231223602e-17,0.02728281712746491,0.1651751104963,0.9720345775494018,0.9859181393753752,1.3872747109055954,-3.072975488109607e-17,0.04428120089883746,0.2104309884471331,1.6706596516201653,1.2925400000078007,1.4451440031604406
-1.3066671428944179e-17,0.04597811866891162,0.2144250887114463,2.196329647825744,1.4820019054730478,1.6914531129434676,-1.11929571153233e-17,0.05332678949453875,0.2309259394146503,1.9500331855847275,1.396435886671754,1.2857888939056235,-3.86031615160073e-17,0.03599543539795282,0.18972463044621493,1.3406105782877515,1.1578473898954695,1.3314768035696547,-3.6911591390071537e-17,0.05153354450493594,0.22701000970207447,2.6995196773837433,1.6430215084969957,1.8450561496195865
-0.0005817698091026992,0.036772132781743634,0.19176061321800061,1.562059144248089,1.2498236452588376,1.574109237778546,-0.001727701271011664,0.043872687895755935,0.20945808147635636,1.5957306696659082,1.2632223358007522,1.335700995543649,-0.004852017533621599,0.0374869544780088,0.19361548098746856,1.5411080050861201,1.2414137122998603,1.5099190791022383,-0.0029971896777515445,0.04571081830423047,0.21380088471339512,1.6039794063318487,1.2664830856872304,1.2832534005786276
-0.006948699437573054,0.04207496816797918,0.20512183737471537,1.8268305428417124,1.3516029531048357,1.5814248770679582,-0.00939603240291228,0.05078528341597733,0.2253559038853372,1.8499310836064846,1.3601217164674948,1.3098818501176674,-0.0019476290279040582,0.034939857818134114,0.18692206348672197,1.331103316154918,1.1537345085221808,1.4104921138763453,-0.017715221699114467,0.04513475644506942,0.21244942091017668,1.514182343888514,1.230521167590592,1.1941056405127353
1.7237599301663526e-17,0.05563299981667051,0.23586648726911272,2.6241090641814653,1.619910202505517,1.7872958057665769,-2.012014857755995e-17,0.05590793064405485,0.23644857928110893,1.903575664393423,1.379701295351071,1.2898246302990406,-3.692855420706915e-18,0.04807666997552024,0.21926392766599856,1.5148699732329651,1.2308005416122325,1.2025632180451074,-3.23230500509741e-17,0.057862887201766765,0.24054705818564226,2.1155985933190435,1.4545097432877663,1.3824956701391447
1.8206015152141582e-17,0.05657390449425217,0.23785269494847472,1.116316799435502,1.0565589427171123,0.7470186055545694,9.80451661865656e-18,0.05554810633088822,0.23568645767393642,1.4938735919081914,1.222241216744138,1.019122880837703,6.280212771217152e-17,0.07079687604767182,0.2660768235823478,2.370410242657335,1.5396136666895806,1.2507263981918655,4.2095843570507796e-17,0.07384395945586936,0.27174245059590774,1.9018233589070086,1.3790661183957094,0.9593432295304616
