时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2015-04-06 06:48:47,运转.运转,599,599,1,1,0,1,-1,830
2015-04-06 06:48:52,运转.运转,599,600,1,1,0,1,-1,825
2015-04-06 06:48:57,运转.运转,599,600,0,0,1,0,0,819
2015-04-06 06:49:02,运转.运转,600,598,0,0,1,0,0,815
2015-04-06 06:49:07,运转.运转,599,600,0,0,2,0,0,811
2015-04-06 06:49:12,运转.运转,599,600,0,0,1,0,0,807
2015-04-06 06:49:17,运转.运转,599,600,0,0,1,0,0,803
2015-04-06 06:49:22,运转.运转,599,601,1,1,0,1,0,799
2015-04-06 06:49:27,运转.运转,600,600,1,1,0,1,-1,795
2015-04-06 06:49:32,运转.运转,599,600,1,1,0,1,0,791
2015-04-06 06:49:37,运转.运转,600,599,0,0,2,0,0,787
2015-04-06 06:49:42,运转.运转,599,600,0,0,0,0,0,783
2015-04-06 06:49:47,运转.运转,599,600,1,1,0,1,0,779
2015-04-06 06:49:52,运转.运转,599,599,1,1,0,1,0,784
2015-04-06 06:49:57,运转.运转,599,600,1,1,0,1,-1,789
2015-04-06 06:50:02,运转.运转,600,601,1,1,0,1,-1,794
2015-04-06 06:50:07,运转.运转,600,600,1,1,0,1,0,799
2015-04-06 06:50:12,运转.运转,599,600,0,0,1,0,0,804
2015-04-06 06:50:17,运转.运转,599,598,0,0,0,0,0,809
2015-04-06 06:50:22,运转.运转,600,599,1,1,0,1,0,814
2015-04-06 06:50:27,运转.运转,600,599,0,0,2,0,0,819
2015-04-06 06:50:32,运转.运转,600,603,1,1,0,1,0,824
2015-04-06 06:50:37,运转.运转,599,600,0,0,2,0,0,829
2015-04-06 06:50:42,运转.运转,600,602,0,0,0,0,0,834
2015-04-06 06:50:47,运转.运转,600,601,1,1,0,1,-1,830
2015-04-06 06:50:52,运转.运转,599,601,0,0,1,0,0,825
2015-04-06 06:50:57,运转.运转,600,603,1,1,0,1,-1,830
2015-04-06 06:51:02,运转.运转,599,601,0,0,2,0,0,825
2015-04-06 06:51:07,运转.运转,600,603,1,1,0,1,0,819
2015-04-06 06:51:12,运转.运转,600,602,0,0,1,0,0,815
2015-04-06 06:51:17,运转.运转,599,602,1,1,0,1,-1,811
2015-04-06 06:51:22,运转.运转,599,603,1,1,0,1,-1,807
