时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2015-03-31 06:42:14,运转.运转,599,600,1,1,0,1,0,830
2015-03-31 06:42:19,运转.运转,600,600,1,1,0,1,-1,825
2015-03-31 06:42:24,运转.运转,600,598,0,0,2,0,0,819
2015-03-31 06:42:29,运转.运转,599,601,1,1,0,1,-1,815
2015-03-31 06:42:34,运转.运转,599,601,1,1,0,1,0,811
2015-03-31 06:42:39,运转.运转,600,599,0,0,0,0,0,807
2015-03-31 06:42:44,运转.运转,599,601,1,1,0,1,-1,803
2015-03-31 06:42:49,运转.运转,599,598,0,0,1,0,0,799
2015-03-31 06:42:54,运转.运转,599,598,0,0,0,0,0,795
2015-03-31 06:42:59,运转.运转,600,598,0,0,2,0,0,791
2015-03-31 06:43:04,运转.运转,599,599,0,0,1,0,0,787
2015-03-31 06:43:09,运转.运转,600,599,1,1,0,1,0,783
2015-03-31 06:43:14,运转.运转,599,600,0,0,2,0,0,779
2015-03-31 06:43:19,运转.运转,599,598,0,0,0,0,0,784
2015-03-31 06:43:24,运转.运转,599,601,1,1,0,1,-1,789
2015-03-31 06:43:29,运转.运转,599,603,1,1,0,1,0,794
2015-03-31 06:43:34,运转.运转,599,602,1,1,0,1,0,799
2015-03-31 06:43:39,运转.运转,599,600,0,0,1,0,0,804
2015-03-31 06:43:44,运转.运转,600,601,0,0,1,0,0,809
2015-03-31 06:43:49,运转.运转,600,601,1,1,0,1,-1,814
2015-03-31 06:43:54,运转.运转,599,602,0,0,2,0,0,819
2015-03-31 06:43:59,运转.运转,599,601,1,1,0,1,0,824
2015-03-31 06:44:04,运转.运转,600,604,0,0,0,0,0,829
2015-03-31 06:44:09,运转.运转,600,605,1,1,0,1,-1,834
2015-03-31 06:44:14,运转.运转,599,603,0,0,2,0,0,830
2015-03-31 06:44:19,运转.运转,599,604,0,0,1,0,0,825
2015-03-31 06:44:24,运转.运转,599,604,1,1,0,1,-1,830
2015-03-31 06:44:29,运转.运转,599,605,1,1,0,1,0,825
2015-03-31 06:44:34,运转.运转,599,606,1,1,0,1,-1,819
2015-03-31 06:44:39,运转.运转,600,606,1,1,0,1,-1,815
2015-03-31 06:44:44,运转.运转,600,604,0,0,2,0,0,811
2015-03-31 06:44:49,运转.运转,599,603,0,0,1,0,0,807
2015-03-31 06:44:54,运转.运转,599,603,0,0,0,0,0,803
2015-03-31 06:44:59,运转.运转,599,603,0,0,2,0,0,799
2015-03-31 06:45:04,运转.运转,600,606,1,1,0,1,-1,795
2015-03-31 06:45:09,运转.运转,599,604,0,0,0,0,0,791
2015-03-31 06:45:14,运转.运转,599,605,1,1,0,1,0,787
2015-03-31 06:45:19,运转.运转,599,605,0,0,1,0,0,783
2015-03-31 06:45:24,运转.运转,599,604,1,1,0,1,-1,779
2015-03-31 06:45:29,运转.运转,599,604,1,1,0,1,-1,784
2015-03-31 06:45:34,运转.运转,600,606,1,1,0,1,0,789
2015-03-31 06:45:39,运转.运转,599,606,1,1,0,1,-1,794
2015-03-31 06:45:44,运转.运转,600,604,0,0,2,0,0,799
2015-03-31 06:45:49,运转.运转,599,606,1,1,0,1,0,804
2015-03-31 06:45:54,运转.运转,599,604,0,0,2,0,0,809
2015-03-31 06:45:59,运转.运转,599,604,1,1,0,1,0,814
2015-03-31 06:46:04,运转.运转,599,603,0,0,2,0,0,819
2015-03-31 06:46:09,运转.运转,600,604,0,0,2,0,0,824
2015-03-31 06:46:14,运转.运转,600,604,0,0,0,0,0,829
2015-03-31 06:46:19,运转.运转,600,604,1,1,0,1,0,834
2015-03-31 06:46:24,运转.运转,599,605,1,1,0,1,-1,830
2015-03-31 06:46:29,运转.运转,599,604,1,1,0,1,-1,825
2015-03-31 06:46:34,运转.运转,599,605,1,1,0,1,0,830
2015-03-31 06:46:39,运转.运转,600,604,1,1,0,1,0,825
2015-03-31 06:46:44,运转.运转,599,605,0,0,1,0,0,819
2015-03-31 06:46:49,运转.运转,599,605,1,1,0,1,-1,815
2015-03-31 06:46:54,运转.运转,599,605,0,0,2,0,0,811
2015-03-31 06:46:59,运转.运转,600,604,0,0,0,0,0,807
2015-03-31 06:47:04,运转.运转,599,604,0,0,0,0,0,803
2015-03-31 06:47:09,运转.运转,600,604,1,1,0,1,-1,799
2015-03-31 06:47:14,运转.运转,600,603,0,0,2,0,0,795
2015-03-31 06:47:19,运转.运转,600,605,1,1,0,1,-1,791
2015-03-31 06:47:24,运转.运转,600,604,1,1,0,1,0,787
2015-03-31 06:47:29,运转.运转,600,603,0,0,0,0,0,783
2015-03-31 06:47:34,运转.运转,599,604,1,1,0,1,-1,779
2015-03-31 06:47:39,运转.运转,599,603,0,0,0,0,0,784
2015-03-31 06:47:44,运转.运转,600,605,1,1,0,1,-1,789
2015-03-31 06:47:49,运转.运转,600,603,0,0,1,0,0,794
2015-03-31 06:47:54,运转.运转,600,602,0,0,2,0,0,799
2015-03-31 06:47:59,运转.运转,599,600,0,0,1,0,0,804
2015-03-31 06:48:04,运转.运转,600,601,1,1,0,1,0,809
2015-03-31 06:48:09,运转.运转,600,603,1,1,0,1,0,814
2015-03-31 06:48:14,运转.运转,600,601,1,1,0,1,0,819
2015-03-31 06:48:19,运转.运转,600,602,0,0,0,0,0,824
2015-03-31 06:48:24,运转.运转,599,601,0,0,2,0,0,829
2015-03-31 06:48:29,运转.运转,599,601,1,1,0,1,-1,834
