时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2014-06-28 11:46:07,运转.运转,600,600,0,0,0,0,0,830
2014-06-28 11:46:12,运转.运转,599,601,1,1,0,1,-1,825
2014-06-28 11:46:17,运转.运转,599,599,0,0,1,0,0,819
2014-06-28 11:46:22,运转.运转,600,600,0,0,1,0,0,815
2014-06-28 11:46:27,运转.运转,599,599,1,1,0,1,0,811
2014-06-28 11:46:32,运转.运转,599,600,0,0,0,0,0,807
2014-06-28 11:46:37,运转.运转,599,600,0,0,2,0,0,803
2014-06-28 11:46:42,运转.运转,599,599,0,0,0,0,0,799
2014-06-28 11:46:47,运转.运转,600,599,0,0,2,0,0,795
2014-06-28 11:46:52,运转.运转,599,599,0,0,0,0,0,791
2014-06-28 11:46:57,运转.运转,599,600,0,0,2,0,0,787
2014-06-28 11:47:02,运转.运转,600,600,1,1,0,1,0,783
2014-06-28 11:47:07,运转.运转,600,601,1,1,0,1,0,779
2014-06-28 11:47:12,运转.运转,600,600,0,0,0,0,0,784
2014-06-28 11:47:17,运转.运转,599,598,0,0,1,0,0,789
2014-06-28 11:47:22,运转.运转,600,599,0,0,1,0,0,794
2014-06-28 11:47:27,运转.运转,600,600,1,1,0,1,-1,799
2014-06-28 11:47:32,运转.运转,600,601,1,1,0,1,0,804
2014-06-28 11:47:37,运转.运转,600,602,0,0,0,0,0,809
2014-06-28 11:47:42,运转.运转,600,601,1,1,0,1,-1,814
2014-06-28 11:47:47,运转.运转,599,600,0,0,1,0,0,819
2014-06-28 11:47:52,运转.运转,600,602,1,1,0,1,0,824
2014-06-28 11:47:57,运转.运转,599,603,1,1,0,1,-1,829
2014-06-28 11:48:02,运转.运转,599,601,0,0,0,0,0,834
2014-06-28 11:48:07,运转.运转,600,601,0,0,2,0,0,830
2014-06-28 11:48:12,运转.运转,600,603,1,1,0,1,0,825
2014-06-28 11:48:17,运转.运转,600,604,0,0,0,0,0,830
2014-06-28 11:48:22,运转.运转,599,606,1,1,0,1,0,825
2014-06-28 11:48:27,运转.运转,599,604,1,1,0,1,-1,819
2014-06-28 11:48:32,运转.运转,599,604,0,0,1,0,0,815
2014-06-28 11:48:37,运转.运转,600,606,1,1,0,1,-1,811
2014-06-28 11:48:42,运转.运转,599,606,1,1,0,1,0,807
2014-06-28 11:48:47,运转.运转,599,605,0,0,1,0,0,803
2014-06-28 11:48:52,运转.运转,600,604,1,1,0,1,-1,799
2014-06-28 11:48:57,运转.运转,599,604,1,1,0,1,-1,795
2014-06-28 11:49:02,运转.运转,600,604,0,0,1,0,0,791
2014-06-28 11:49:07,运转.运转,599,604,1,1,0,1,-1,787
2014-06-28 11:49:12,运转.运转,600,603,0,0,0,0,0,783
2014-06-28 11:49:17,运转.运转,599,604,0,0,0,0,0,779
2014-06-28 11:49:22,运转.运转,599,606,1,1,0,1,-1,784
2014-06-28 11:49:27,运转.运转,599,603,0,0,2,0,0,789
2014-06-28 11:49:32,运转.运转,600,605,0,0,1,0,0,794
2014-06-28 11:49:37,运转.运转,600,605,1,1,0,1,-1,799
2014-06-28 11:49:42,运转.运转,599,604,1,1,0,1,0,804
2014-06-28 11:49:47,运转.运转,599,604,1,1,0,1,0,809
2014-06-28 11:49:52,运转.运转,599,603,0,0,0,0,0,814
2014-06-28 11:49:57,运转.运转,600,605,1,1,0,1,-1,819
2014-06-28 11:50:02,运转.运转,600,606,1,1,0,1,0,824
2014-06-28 11:50:07,运转.运转,599,606,1,1,0,1,0,829
2014-06-28 11:50:12,运转.运转,599,606,1,1,0,1,0,834
2014-06-28 11:50:17,运转.运转,599,606,1,1,0,1,0,830
2014-06-28 11:50:22,运转.运转,600,604,0,0,0,0,0,825
2014-06-28 11:50:27,运转.运转,600,604,0,0,1,0,0,830
2014-06-28 11:50:32,运转.运转,599,605,1,1,0,1,-1,825
2014-06-28 11:50:37,运转.运转,600,605,0,0,2,0,0,819
2014-06-28 11:50:42,运转.运转,599,605,1,1,0,1,0,815
2014-06-28 11:50:47,运转.运转,600,604,0,0,0,0,0,811
2014-06-28 11:50:52,运转.运转,599,605,1,1,0,1,0,807
2014-06-28 11:50:57,运转.运转,599,604,1,1,0,1,-1,803
2014-06-28 11:51:02,运转.运转,599,605,1,1,0,1,0,799
2014-06-28 11:51:07,运转.运转,600,605,0,0,2,0,0,795
2014-06-28 11:51:12,运转.运转,599,604,0,0,1,0,0,791
2014-06-28 11:51:17,运转.运转,599,606,1,1,0,1,0,787
2014-06-28 11:51:22,运转.运转,599,606,1,1,0,1,0,783
2014-06-28 11:51:27,运转.运转,599,604,1,1,0,1,-1,779
2014-06-28 11:51:32,运转.运转,600,604,0,0,0,0,0,784
2014-06-28 11:51:37,运转.运转,599,603,0,0,2,0,0,789
2014-06-28 11:51:42,运转.运转,600,605,1,1,0,1,-1,794
2014-06-28 11:51:47,运转.运转,599,604,0,0,1,0,0,799
2014-06-28 11:51:52,运转.运转,600,604,0,0,0,0,0,804
2014-06-28 11:51:57,运转.运转,599,604,1,1,0,1,-1,809
2014-06-28 11:52:02,运转.运转,599,606,1,1,0,1,-1,814
2014-06-28 11:52:07,运转.运转,599,604,0,0,1,0,0,819
2014-06-28 11:52:12,运转.运转,600,604,0,0,2,0,0,824
2014-06-28 11:52:17,运转.运转,600,603,0,0,1,0,0,829
2014-06-28 11:52:22,运转.运转,599,604,1,1,0,1,0,834
2014-06-28 11:52:27,运转.运转,600,604,1,1,0,1,-1,830
2014-06-28 11:52:32,运转.运转,599,605,0,0,2,0,0,825
2014-06-28 11:52:37,运转.运转,600,602,0,0,0,0,0,830
2014-06-28 11:52:42,运转.运转,599,602,0,0,0,0,0,825
2014-06-28 11:52:47,运转.运转,600,602,1,1,0,1,0,819
2014-06-28 11:52:52,运转.运转,600,602,0,0,2,0,0,815
2014-06-28 11:52:57,运转.运转,600,601,0,0,2,0,0,811
2014-06-28 11:53:02,运转.运转,599,601,0,0,0,0,0,807
2014-06-28 11:53:07,运转.运转,599,603,1,1,0,1,-1,803
2014-06-28 11:53:12,运转.运转,599,602,0,0,2,0,0,799
2014-06-28 11:53:17,运转.运转,599,602,1,1,0,1,0,795
