时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2015-05-15 09:38:31,运转.运转,600,600,1,1,0,1,-1,830
2015-05-15 09:38:36,运转.运转,600,600,1,1,0,1,-1,825
2015-05-15 09:38:41,运转.运转,599,599,1,1,0,1,-1,819
2015-05-15 09:38:46,运转.运转,599,599,1,1,0,1,-1,815
2015-05-15 09:38:51,运转.运转,600,598,0,0,1,0,0,811
2015-05-15 09:38:56,运转.运转,599,598,0,0,2,0,0,807
2015-05-15 09:39:01,运转.运转,600,601,1,1,0,1,0,803
2015-05-15 09:39:06,运转.运转,599,599,0,0,0,0,0,799
2015-05-15 09:39:11,运转.运转,600,599,0,0,2,0,0,795
2015-05-15 09:39:16,运转.运转,599,601,1,1,0,1,0,791
2015-05-15 09:39:21,运转.运转,600,599,1,1,0,1,-1,787
2015-05-15 09:39:26,运转.运转,599,599,1,1,0,1,0,783
2015-05-15 09:39:31,运转.运转,599,601,1,1,0,1,-1,779
2015-05-15 09:39:36,运转.运转,599,600,1,1,0,1,0,784
2015-05-15 09:39:41,运转.运转,600,599,0,0,1,0,0,789
2015-05-15 09:39:46,运转.运转,599,599,0,0,0,0,0,794
2015-05-15 09:39:51,运转.运转,599,599,0,0,1,0,0,799
2015-05-15 09:39:56,运转.运转,599,599,0,0,0,0,0,804
2015-05-15 09:40:01,运转.运转,600,601,1,1,0,1,-1,809
2015-05-15 09:40:06,运转.运转,600,601,1,1,0,1,-1,814
2015-05-15 09:40:11,运转.运转,600,603,1,1,0,1,0,819
2015-05-15 09:40:16,运转.运转,600,602,0,0,2,0,0,824
2015-05-15 09:40:21,运转.运转,600,603,1,1,0,1,0,829
2015-05-15 09:40:26,运转.运转,599,600,0,0,0,0,0,834
2015-05-15 09:40:31,运转.运转,600,602,1,1,0,1,0,830
2015-05-15 09:40:36,运转.运转,599,603,1,1,0,1,-1,825
2015-05-15 09:40:41,运转.运转,599,602,0,0,2,0,0,830
2015-05-15 09:40:46,运转.运转,600,602,1,1,0,1,0,825
2015-05-15 09:40:51,运转.运转,599,602,0,0,0,0,0,819
2015-05-15 09:40:56,运转.运转,600,605,1,1,0,1,0,815
2015-05-15 09:41:01,运转.运转,599,603,0,0,2,0,0,811
2015-05-15 09:41:06,运转.运转,600,606,1,1,0,1,-1,807
2015-05-15 09:41:11,运转.运转,599,605,1,1,0,1,0,803
2015-05-15 09:41:16,运转.运转,600,604,0,0,1,0,0,799
2015-05-15 09:41:21,运转.运转,600,604,1,1,0,1,0,795
2015-05-15 09:41:26,运转.运转,600,603,0,0,0,0,0,791
2015-05-15 09:41:31,运转.运转,600,604,1,1,0,1,0,787
2015-05-15 09:41:36,运转.运转,599,606,1,1,0,1,-1,783
2015-05-15 09:41:41,运转.运转,600,605,1,1,0,1,-1,779
2015-05-15 09:41:46,运转.运转,599,603,0,0,0,0,0,784
2015-05-15 09:41:51,运转.运转,600,604,1,1,0,1,0,789
2015-05-15 09:41:56,运转.运转,600,605,1,1,0,1,0,794
2015-05-15 09:42:01,运转.运转,599,605,0,0,1,0,0,799
2015-05-15 09:42:06,运转.运转,599,605,1,1,0,1,-1,804
2015-05-15 09:42:11,运转.运转,599,605,0,0,0,0,0,809
2015-05-15 09:42:16,运转.运转,600,604,1,1,0,1,0,814
2015-05-15 09:42:21,运转.运转,599,603,0,0,0,0,0,819
2015-05-15 09:42:26,运转.运转,599,604,1,1,0,1,0,824
2015-05-15 09:42:31,运转.运转,599,605,0,0,0,0,0,829
2015-05-15 09:42:36,运转.运转,599,606,1,1,0,1,0,834
2015-05-15 09:42:41,运转.运转,600,605,0,0,1,0,0,830
2015-05-15 09:42:46,运转.运转,599,605,0,0,2,0,0,825
2015-05-15 09:42:51,运转.运转,600,604,0,0,1,0,0,830
2015-05-15 09:42:56,运转.运转,599,604,1,1,0,1,-1,825
2015-05-15 09:43:01,运转.运转,599,605,1,1,0,1,-1,819
2015-05-15 09:43:06,运转.运转,599,604,0,0,0,0,0,815
