时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2015-09-02 03:01:03,运转.运转,599,599,0,0,1,0,0,830
2015-09-02 03:01:08,运转.运转,600,599,1,1,0,1,-1,825
2015-09-02 03:01:13,运转.运转,600,598,0,0,0,0,0,819
2015-09-02 03:01:18,运转.运转,600,600,0,0,2,0,0,815
2015-09-02 03:01:23,运转.运转,600,599,1,1,0,1,0,811
2015-09-02 03:01:28,运转.运转,600,601,1,1,0,1,-1,807
2015-09-02 03:01:33,运转.运转,599,599,0,0,1,0,0,803
2015-09-02 03:01:38,运转.运转,600,598,0,0,0,0,0,799
2015-09-02 03:01:43,运转.运转,600,600,0,0,0,0,0,795
2015-09-02 03:01:48,运转.运转,599,600,0,0,2,0,0,791
2015-09-02 03:01:53,运转.运转,600,600,0,0,2,0,0,787
2015-09-02 03:01:58,运转.运转,600,600,1,1,0,1,-1,783
2015-09-02 03:02:03,运转.运转,600,600,1,1,0,1,0,779
2015-09-02 03:02:08,运转.运转,600,599,1,1,0,1,0,784
2015-09-02 03:02:13,运转.运转,599,599,1,1,0,1,0,789
2015-09-02 03:02:18,运转.运转,600,603,1,1,0,1,0,794
2015-09-02 03:02:23,运转.运转,599,600,0,0,0,0,0,799
2015-09-02 03:02:28,运转.运转,600,602,0,0,1,0,0,804
2015-09-02 03:02:33,运转.运转,599,603,1,1,0,1,-1,809
2015-09-02 03:02:38,运转.运转,600,603,1,1,0,1,-1,814
2015-09-02 03:02:43,运转.运转,600,602,0,0,2,0,0,819
2015-09-02 03:02:48,运转.运转,600,600,0,0,0,0,0,824
2015-09-02 03:02:53,运转.运转,600,601,1,1,0,1,-1,829
2015-09-02 03:02:58,运转.运转,599,605,0,0,2,0,0,834
2015-09-02 03:03:03,运转.运转,599,605,0,0,0,0,0,830
2015-09-02 03:03:08,运转.运转,600,605,0,0,1,0,0,825
2015-09-02 03:03:13,运转.运转,599,606,1,1,0,1,-1,830
2015-09-02 03:03:18,运转.运转,599,604,1,1,0,1,0,825
2015-09-02 03:03:23,运转.运转,599,605,0,0,0,0,0,819
2015-09-02 03:03:28,运转.运转,599,605,1,1,0,1,-1,815
2015-09-02 03:03:33,运转.运转,600,604,0,0,1,0,0,811
2015-09-02 03:03:38,运转.运转,600,604,0,0,1,0,0,807
2015-09-02 03:03:43,运转.运转,600,603,0,0,0,0,0,803
2015-09-02 03:03:48,运转.运转,600,604,1,1,0,1,0,799
2015-09-02 03:03:53,运转.运转,599,605,1,1,0,1,0,795
2015-09-02 03:03:58,运转.运转,599,604,0,0,0,0,0,791
2015-09-02 03:04:03,运转.运转,600,606,1,1,0,1,0,787
2015-09-02 03:04:08,运转.运转,600,603,0,0,1,0,0,783
2015-09-02 03:04:13,运转.运转,599,603,0,0,0,0,0,779
2015-09-02 03:04:18,运转.运转,600,605,1,1,0,1,-1,784
2015-09-02 03:04:23,运转.运转,600,604,1,1,0,1,-1,789
2015-09-02 03:04:28,运转.运转,599,604,1,1,0,1,0,794
2015-09-02 03:04:33,运转.运转,599,604,1,1,0,1,-1,799
2015-09-02 03:04:38,运转.运转,600,604,0,0,2,0,0,804
2015-09-02 03:04:43,运转.运转,600,606,1,1,0,1,-1,809
2015-09-02 03:04:48,运转.运转,599,605,0,0,2,0,0,814
2015-09-02 03:04:53,运转.运转,599,605,1,1,0,1,0,819
2015-09-02 03:04:58,运转.运转,599,603,0,0,2,0,0,824
2015-09-02 03:05:03,运转.运转,600,606,1,1,0,1,0,829
2015-09-02 03:05:08,运转.运转,599,604,0,0,2,0,0,834
2015-09-02 03:05:13,运转.运转,599,604,0,0,2,0,0,830
2015-09-02 03:05:18,运转.运转,600,604,1,1,0,1,0,825
2015-09-02 03:05:23,运转.运转,600,606,1,1,0,1,0,830
2015-09-02 03:05:28,运转.运转,600,606,1,1,0,1,0,825
2015-09-02 03:05:33,运转.运转,600,606,1,1,0,1,0,819
2015-09-02 03:05:38,运转.运转,600,604,0,0,1,0,0,815
2015-09-02 03:05:43,运转.运转,600,606,1,1,0,1,0,811
2015-09-02 03:05:48,运转.运转,599,603,0,0,2,0,0,807
2015-09-02 03:05:53,运转.运转,600,604,1,1,0,1,-1,803
