时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2014-01-17 12:04:09,运转.运转,599,598,0,0,2,0,0,830
2014-01-17 12:04:14,运转.运转,600,599,1,1,0,1,0,825
2014-01-17 12:04:19,运转.运转,599,600,0,0,2,0,0,819
2014-01-17 12:04:24,运转.运转,600,599,1,1,0,1,0,815
2014-01-17 12:04:29,运转.运转,599,598,0,0,1,0,0,811
2014-01-17 12:04:34,运转.运转,599,599,1,1,0,1,0,807
2014-01-17 12:04:39,运转.运转,600,600,1,1,0,1,0,803
2014-01-17 12:04:44,运转.运转,599,598,0,0,1,0,0,799
2014-01-17 12:04:49,运转.运转,600,600,1,1,0,1,-1,795
2014-01-17 12:04:54,运转.运转,599,600,1,1,0,1,0,791
2014-01-17 12:04:59,运转.运转,599,601,1,1,0,1,0,787
2014-01-17 12:05:04,运转.运转,600,598,0,0,2,0,0,783
2014-01-17 12:05:09,运转.运转,600,599,0,0,0,0,0,779
2014-01-17 12:05:14,运转.运转,599,600,0,0,2,0,0,784
2014-01-17 12:05:19,运转.运转,600,598,0,0,0,0,0,789
2014-01-17 12:05:24,运转.运转,599,600,1,1,0,1,0,794
2014-01-17 12:05:29,运转.运转,600,598,0,0,0,0,0,799
2014-01-17 12:05:34,运转.运转,599,599,1,1,0,1,0,804
2014-01-17 12:05:39,运转.运转,600,602,1,1,0,1,0,809
2014-01-17 12:05:44,运转.运转,599,602,0,0,0,0,0,814
2014-01-17 12:05:49,运转.运转,600,601,0,0,0,0,0,819
2014-01-17 12:05:54,运转.运转,599,603,1,1,0,1,0,824
2014-01-17 12:05:59,运转.运转,599,602,1,1,0,1,0,829
2014-01-17 12:06:04,运转.运转,600,602,1,1,0,1,0,834
2014-01-17 12:06:09,运转.运转,599,601,0,0,1,0,0,830
2014-01-17 12:06:14,运转.运转,600,601,0,0,0,0,0,825
2014-01-17 12:06:19,运转.运转,600,603,1,1,0,1,0,830
2014-01-17 12:06:24,运转.运转,599,604,0,0,2,0,0,825
2014-01-17 12:06:29,运转.运转,599,605,1,1,0,1,-1,819
2014-01-17 12:06:34,运转.运转,599,605,0,0,2,0,0,815
2014-01-17 12:06:39,运转.运转,599,606,1,1,0,1,0,811
2014-01-17 12:06:44,运转.运转,599,604,0,0,0,0,0,807
2014-01-17 12:06:49,运转.运转,600,605,1,1,0,1,-1,803
2014-01-17 12:06:54,运转.运转,600,603,0,0,0,0,0,799
2014-01-17 12:06:59,运转.运转,599,603,0,0,2,0,0,795
