时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2014-09-22 13:40:13,运转.运转,599,600,1,1,0,1,0,830
2014-09-22 13:40:18,运转.运转,599,601,1,1,0,1,-1,825
2014-09-22 13:40:23,运转.运转,599,600,0,0,0,0,0,819
2014-09-22 13:40:28,运转.运转,600,601,1,1,0,1,-1,815
2014-09-22 13:40:33,运转.运转,600,599,1,1,0,1,0,811
2014-09-22 13:40:38,运转.运转,599,600,0,0,1,0,0,807
2014-09-22 13:40:43,运转.运转,600,601,1,1,0,1,0,803
2014-09-22 13:40:48,运转.运转,599,600,0,0,2,0,0,799
2014-09-22 13:40:53,运转.运转,599,601,1,1,0,1,-1,795
2014-09-22 13:40:58,运转.运转,600,599,0,0,0,0,0,791
2014-09-22 13:41:03,运转.运转,599,599,0,0,1,0,0,787
2014-09-22 13:41:08,运转.运转,599,599,0,0,1,0,0,783
2014-09-22 13:41:13,运转.运转,599,598,0,0,1,0,0,779
2014-09-22 13:41:18,运转.运转,600,599,0,0,2,0,0,784
2014-09-22 13:41:23,运转.运转,600,601,1,1,0,1,0,789
2014-09-22 13:41:28,运转.运转,599,601,1,1,0,1,0,794
2014-09-22 13:41:33,运转.运转,599,601,1,1,0,1,-1,799
2014-09-22 13:41:38,运转.运转,600,602,0,0,2,0,0,804
2014-09-22 13:41:43,运转.运转,599,602,0,0,1,0,0,809
2014-09-22 13:41:48,运转.运转,600,603,1,1,0,1,0,814
2014-09-22 13:41:53,运转.运转,599,601,1,1,0,1,-1,819
2014-09-22 13:41:58,运转.运转,600,601,0,0,1,0,0,824
2014-09-22 13:42:03,运转.运转,599,600,0,0,1,0,0,829
2014-09-22 13:42:08,运转.运转,600,601,1,1,0,1,-1,834
2014-09-22 13:42:13,运转.运转,600,602,0,0,0,0,0,830
2014-09-22 13:42:18,运转.运转,599,605,1,1,0,1,-1,825
2014-09-22 13:42:23,运转.运转,600,604,1,1,0,1,0,830
2014-09-22 13:42:28,运转.运转,600,606,1,1,0,1,0,825
2014-09-22 13:42:33,运转.运转,599,606,1,1,0,1,0,819
2014-09-22 13:42:38,运转.运转,599,606,1,1,0,1,0,815
2014-09-22 13:42:43,运转.运转,599,604,1,1,0,1,-1,811
2014-09-22 13:42:48,运转.运转,599,604,1,1,0,1,0,807
2014-09-22 13:42:53,运转.运转,599,604,0,0,2,0,0,803
2014-09-22 13:42:58,运转.运转,600,605,1,1,0,1,0,799
2014-09-22 13:43:03,运转.运转,600,605,0,0,1,0,0,795
2014-09-22 13:43:08,运转.运转,600,604,1,1,0,1,0,791
2014-09-22 13:43:13,运转.运转,600,604,0,0,0,0,0,787
2014-09-22 13:43:18,运转.运转,599,605,0,0,2,0,0,783
2014-09-22 13:43:23,运转.运转,599,605,0,0,2,0,0,779
2014-09-22 13:43:28,运转.运转,599,603,0,0,2,0,0,784
2014-09-22 13:43:33,运转.运转,600,604,0,0,1,0,0,789
