时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2016-08-20 11:18:22,运转.运转,599,599,1,1,0,1,-1,830
2016-08-20 11:18:27,运转.运转,599,599,1,1,0,1,0,825
2016-08-20 11:18:32,运转.运转,600,599,0,0,0,0,0,819
2016-08-20 11:18:37,运转.运转,599,599,0,0,0,0,0,815
2016-08-20 11:18:42,运转.运转,599,600,0,0,0,0,0,811
2016-08-20 11:18:47,运转.运转,600,600,0,0,1,0,0,807
2016-08-20 11:18:52,运转.运转,600,600,0,0,0,0,0,803
2016-08-20 11:18:57,运转.运转,600,599,0,0,2,0,0,799
2016-08-20 11:19:02,运转.运转,600,600,0,0,0,0,0,795
2016-08-20 11:19:07,运转.运转,599,599,1,1,0,1,0,791
2016-08-20 11:19:12,运转.运转,600,600,0,0,2,0,0,787
2016-08-20 11:19:17,运转.运转,600,599,0,0,0,0,0,783
2016-08-20 11:19:22,运转.运转,599,598,0,0,1,0,0,779
2016-08-20 11:19:27,运转.运转,599,599,0,0,1,0,0,784
2016-08-20 11:19:32,运转.运转,600,600,0,0,2,0,0,789
2016-08-20 11:19:37,运转.运转,600,601,0,0,2,0,0,794
2016-08-20 11:19:42,运转.运转,600,600,0,0,2,0,0,799
2016-08-20 11:19:47,运转.运转,600,602,1,1,0,1,0,804
2016-08-20 11:19:52,运转.运转,600,600,0,0,1,0,0,809
2016-08-20 11:19:57,运转.运转,600,600,0,0,2,0,0,814
2016-08-20 11:20:02,运转.运转,600,602,1,1,0,1,0,819
2016-08-20 11:20:07,运转.运转,599,604,1,1,0,1,-1,824
2016-08-20 11:20:12,运转.运转,600,603,0,0,0,0,0,829
2016-08-20 11:20:17,运转.运转,599,604,1,1,0,1,0,834
2016-08-20 11:20:22,运转.运转,599,603,0,0,1,0,0,830
2016-08-20 11:20:27,运转.运转,599,605,0,0,1,0,0,825
2016-08-20 11:20:32,运转.运转,600,606,1,1,0,1,-1,830
2016-08-20 11:20:37,运转.运转,599,605,0,0,0,0,0,825
2016-08-20 11:20:42,运转.运转,599,603,0,0,2,0,0,819
2016-08-20 11:20:47,运转.运转,599,606,1,1,0,1,0,815
2016-08-20 11:20:52,运转.运转,599,604,0,0,0,0,0,811
2016-08-20 11:20:57,运转.运转,600,606,1,1,0,1,0,807
2016-08-20 11:21:02,运转.运转,600,603,0,0,1,0,0,803
2016-08-20 11:21:07,运转.运转,600,605,0,0,1,0,0,799
2016-08-20 11:21:12,运转.运转,599,603,0,0,0,0,0,795
2016-08-20 11:21:17,运转.运转,600,604,0,0,0,0,0,791
2016-08-20 11:21:22,运转.运转,600,606,1,1,0,1,0,787
2016-08-20 11:21:27,运转.运转,599,603,0,0,1,0,0,783
2016-08-20 11:21:32,运转.运转,599,604,0,0,2,0,0,779
2016-08-20 11:21:37,运转.运转,600,603,0,0,1,0,0,784
2016-08-20 11:21:42,运转.运转,600,604,0,0,0,0,0,789
2016-08-20 11:21:47,运转.运转,599,603,0,0,2,0,0,794
2016-08-20 11:21:52,运转.运转,600,605,1,1,0,1,0,799
2016-08-20 11:21:57,运转.运转,600,603,0,0,0,0,0,804
2016-08-20 11:22:02,运转.运转,599,605,1,1,0,1,0,809
2016-08-20 11:22:07,运转.运转,599,606,1,1,0,1,-1,814
2016-08-20 11:22:12,运转.运转,599,605,0,0,1,0,0,819
2016-08-20 11:22:17,运转.运转,600,603,0,0,2,0,0,824
2016-08-20 11:22:22,运转.运转,600,606,1,1,0,1,-1,829
2016-08-20 11:22:27,运转.运转,600,604,1,1,0,1,-1,834
2016-08-20 11:22:32,运转.运转,600,604,0,0,1,0,0,830
2016-08-20 11:22:37,运转.运转,600,605,1,1,0,1,-1,825
2016-08-20 11:22:42,运转.运转,600,606,1,1,0,1,-1,830
2016-08-20 11:22:47,运转.运转,599,603,0,0,1,0,0,825
2016-08-20 11:22:52,运转.运转,599,605,0,0,0,0,0,819
2016-08-20 11:22:57,运转.运转,600,605,0,0,1,0,0,815
2016-08-20 11:23:02,运转.运转,599,606,1,1,0,1,-1,811
2016-08-20 11:23:07,运转.运转,599,604,1,1,0,1,-1,807
2016-08-20 11:23:12,运转.运转,600,604,1,1,0,1,0,803
2016-08-20 11:23:17,运转.运转,599,605,0,0,1,0,0,799
2016-08-20 11:23:22,运转.运转,600,603,0,0,2,0,0,795
2016-08-20 11:23:27,运转.运转,599,604,1,1,0,1,0,791
2016-08-20 11:23:32,运转.运转,600,603,0,0,2,0,0,787
2016-08-20 11:23:37,运转.运转,599,603,1,1,0,1,-1,783
2016-08-20 11:23:42,运转.运转,600,603,1,1,0,1,-1,779
2016-08-20 11:23:47,运转.运转,600,601,0,0,1,0,0,784
2016-08-20 11:23:52,运转.运转,599,601,0,0,0,0,0,789
2016-08-20 11:23:57,运转.运转,600,603,1,1,0,1,0,794
2016-08-20 11:24:02,运转.运转,599,602,1,1,0,1,-1,799
2016-08-20 11:24:07,运转.运转,599,602,1,1,0,1,-1,804
