时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2016-03-15 04:43:20,运转.运转,599,600,0,0,1,0,0,830
2016-03-15 04:43:25,运转.运转,599,600,0,0,2,0,0,825
2016-03-15 04:43:30,运转.运转,599,598,0,0,0,0,0,819
2016-03-15 04:43:35,运转.运转,600,601,1,1,0,1,0,815
2016-03-15 04:43:40,运转.运转,599,598,0,0,1,0,0,811
2016-03-15 04:43:45,运转.运转,600,599,0,0,2,0,0,807
2016-03-15 04:43:50,运转.运转,599,601,1,1,0,1,-1,803
2016-03-15 04:43:55,运转.运转,600,599,1,1,0,1,-1,799
2016-03-15 04:44:00,运转.运转,599,598,0,0,0,0,0,795
2016-03-15 04:44:05,运转.运转,599,598,0,0,2,0,0,791
2016-03-15 04:44:10,运转.运转,599,598,0,0,1,0,0,787
2016-03-15 04:44:15,运转.运转,599,600,0,0,1,0,0,783
2016-03-15 04:44:20,运转.运转,600,599,1,1,0,1,0,779
2016-03-15 04:44:25,运转.运转,599,600,1,1,0,1,0,784
2016-03-15 04:44:30,运转.运转,599,601,1,1,0,1,-1,789
2016-03-15 04:44:35,运转.运转,600,599,0,0,0,0,0,794
2016-03-15 04:44:40,运转.运转,599,601,1,1,0,1,-1,799
2016-03-15 04:44:45,运转.运转,600,599,0,0,2,0,0,804
2016-03-15 04:44:50,运转.运转,600,598,0,0,1,0,0,809
2016-03-15 04:44:55,运转.运转,599,599,1,1,0,1,0,814
2016-03-15 04:45:00,运转.运转,599,598,0,0,1,0,0,819
2016-03-15 04:45:05,运转.运转,600,603,1,1,0,1,0,824
2016-03-15 04:45:10,运转.运转,600,601,1,1,0,1,-1,829
2016-03-15 04:45:15,运转.运转,599,603,1,1,0,1,-1,834
2016-03-15 04:45:20,运转.运转,600,601,0,0,0,0,0,830
2016-03-15 04:45:25,运转.运转,600,602,1,1,0,1,0,825
2016-03-15 04:45:30,运转.运转,600,601,1,1,0,1,-1,830
2016-03-15 04:45:35,运转.运转,600,601,1,1,0,1,-1,825
2016-03-15 04:45:40,运转.运转,599,601,1,1,0,1,-1,819
2016-03-15 04:45:45,运转.运转,600,602,0,0,2,0,0,815
2016-03-15 04:45:50,运转.运转,600,603,1,1,0,1,0,811
2016-03-15 04:45:55,运转.运转,600,603,1,1,0,1,0,807
2016-03-15 04:46:00,运转.运转,600,605,0,0,2,0,0,803
2016-03-15 04:46:05,运转.运转,599,605,0,0,0,0,0,799
2016-03-15 04:46:10,运转.运转,600,605,0,0,2,0,0,795
2016-03-15 04:46:15,运转.运转,599,606,1,1,0,1,0,791
