时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2016-08-29 10:14:39,运转.运转,600,600,1,1,0,1,0,830
2016-08-29 10:14:44,运转.运转,600,600,0,0,2,0,0,825
2016-08-29 10:14:49,运转.运转,599,600,0,0,2,0,0,819
2016-08-29 10:14:54,运转.运转,599,601,1,1,0,1,-1,815
2016-08-29 10:14:59,运转.运转,599,600,1,1,0,1,0,811
2016-08-29 10:15:04,运转.运转,600,599,1,1,0,1,0,807
2016-08-29 10:15:09,运转.运转,600,600,0,0,0,0,0,803
2016-08-29 10:15:14,运转.运转,599,599,0,0,2,0,0,799
2016-08-29 10:15:19,运转.运转,600,598,0,0,1,0,0,795
2016-08-29 10:15:24,运转.运转,600,599,1,1,0,1,0,791
2016-08-29 10:15:29,运转.运转,599,600,1,1,0,1,0,787
2016-08-29 10:15:34,运转.运转,599,598,0,0,0,0,0,783
2016-08-29 10:15:39,运转.运转,600,599,1,1,0,1,0,779
2016-08-29 10:15:44,运转.运转,600,600,0,0,2,0,0,784
2016-08-29 10:15:49,运转.运转,599,600,0,0,2,0,0,789
2016-08-29 10:15:54,运转.运转,600,599,1,1,0,1,-1,794
2016-08-29 10:15:59,运转.运转,600,598,0,0,1,0,0,799
2016-08-29 10:16:04,运转.运转,599,601,1,1,0,1,-1,804
2016-08-29 10:16:09,运转.运转,600,600,0,0,2,0,0,809
2016-08-29 10:16:14,运转.运转,599,601,0,0,1,0,0,814
2016-08-29 10:16:19,运转.运转,599,602,1,1,0,1,-1,819
2016-08-29 10:16:24,运转.运转,599,602,0,0,2,0,0,824
2016-08-29 10:16:29,运转.运转,599,602,0,0,1,0,0,829
2016-08-29 10:16:34,运转.运转,600,600,0,0,2,0,0,834
2016-08-29 10:16:39,运转.运转,600,603,1,1,0,1,-1,830
2016-08-29 10:16:44,运转.运转,599,601,1,1,0,1,0,825
2016-08-29 10:16:49,运转.运转,600,604,0,0,0,0,0,830
2016-08-29 10:16:54,运转.运转,600,604,0,0,1,0,0,825
2016-08-29 10:16:59,运转.运转,599,603,0,0,2,0,0,819
2016-08-29 10:17:04,运转.运转,600,605,0,0,2,0,0,815
2016-08-29 10:17:09,运转.运转,599,605,0,0,2,0,0,811
2016-08-29 10:17:14,运转.运转,600,605,0,0,0,0,0,807
2016-08-29 10:17:19,运转.运转,599,606,1,1,0,1,-1,803
2016-08-29 10:17:24,运转.运转,600,605,1,1,0,1,-1,799
2016-08-29 10:17:29,运转.运转,599,604,0,0,0,0,0,795
2016-08-29 10:17:34,运转.运转,600,605,0,0,1,0,0,791
