时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2014-04-05 19:08:36,运转.运转,600,599,1,1,0,1,-1,830
2014-04-05 19:08:41,运转.运转,599,599,1,1,0,1,-1,825
2014-04-05 19:08:46,运转.运转,599,601,1,1,0,1,0,819
2014-04-05 19:08:51,运转.运转,599,599,1,1,0,1,-1,815
2014-04-05 19:08:56,运转.运转,600,600,1,1,0,1,-1,811
2014-04-05 19:09:01,运转.运转,599,601,1,1,0,1,0,807
2014-04-05 19:09:06,运转.运转,599,598,0,0,1,0,0,803
2014-04-05 19:09:11,运转.运转,599,599,1,1,0,1,0,799
2014-04-05 19:09:16,运转.运转,599,598,0,0,2,0,0,795
2014-04-05 19:09:21,运转.运转,599,599,0,0,0,0,0,791
2014-04-05 19:09:26,运转.运转,599,599,0,0,2,0,0,787
2014-04-05 19:09:31,运转.运转,600,601,1,1,0,1,0,783
2014-04-05 19:09:36,运转.运转,600,600,0,0,2,0,0,779
2014-04-05 19:09:41,运转.运转,600,599,1,1,0,1,-1,784
2014-04-05 19:09:46,运转.运转,600,599,0,0,2,0,0,789
2014-04-05 19:09:51,运转.运转,599,600,0,0,0,0,0,794
2014-04-05 19:09:56,运转.运转,599,599,1,1,0,1,0,799
2014-04-05 19:10:01,运转.运转,600,600,0,0,0,0,0,804
2014-04-05 19:10:06,运转.运转,599,600,1,1,0,1,-1,809
2014-04-05 19:10:11,运转.运转,600,601,1,1,0,1,0,814
2014-04-05 19:10:16,运转.运转,600,600,1,1,0,1,0,819
2014-04-05 19:10:21,运转.运转,599,603,1,1,0,1,0,824
2014-04-05 19:10:26,运转.运转,600,602,1,1,0,1,0,829
2014-04-05 19:10:31,运转.运转,600,603,1,1,0,1,-1,834
2014-04-05 19:10:36,运转.运转,600,603,1,1,0,1,0,830
2014-04-05 19:10:41,运转.运转,600,603,1,1,0,1,-1,825
2014-04-05 19:10:46,运转.运转,600,601,1,1,0,1,0,830
2014-04-05 19:10:51,运转.运转,599,600,0,0,2,0,0,825
2014-04-05 19:10:56,运转.运转,599,602,0,0,2,0,0,819
2014-04-05 19:11:01,运转.运转,599,602,1,1,0,1,-1,815
2014-04-05 19:11:06,运转.运转,599,602,1,1,0,1,0,811
2014-04-05 19:11:11,运转.运转,599,604,0,0,0,0,0,807
2014-04-05 19:11:16,运转.运转,599,605,1,1,0,1,0,803
2014-04-05 19:11:21,运转.运转,600,604,0,0,1,0,0,799
2014-04-05 19:11:26,运转.运转,600,604,1,1,0,1,0,795
2014-04-05 19:11:31,运转.运转,599,604,1,1,0,1,0,791
2014-04-05 19:11:36,运转.运转,600,604,0,0,1,0,0,787
2014-04-05 19:11:41,运转.运转,600,604,0,0,2,0,0,783
2014-04-05 19:11:46,运转.运转,599,603,0,0,2,0,0,779
2014-04-05 19:11:51,运转.运转,600,604,1,1,0,1,0,784
2014-04-05 19:11:56,运转.运转,600,604,0,0,2,0,0,789
2014-04-05 19:12:01,运转.运转,599,605,0,0,0,0,0,794
2014-04-05 19:12:06,运转.运转,600,606,1,1,0,1,0,799
2014-04-05 19:12:11,运转.运转,600,605,0,0,0,0,0,804
2014-04-05 19:12:16,运转.运转,599,604,1,1,0,1,-1,809
2014-04-05 19:12:21,运转.运转,599,605,1,1,0,1,-1,814
2014-04-05 19:12:26,运转.运转,600,605,1,1,0,1,0,819
2014-04-05 19:12:31,运转.运转,599,605,1,1,0,1,-1,824
2014-04-05 19:12:36,运转.运转,600,605,1,1,0,1,-1,829
2014-04-05 19:12:41,运转.运转,599,604,0,0,0,0,0,834
2014-04-05 19:12:46,运转.运转,599,604,0,0,2,0,0,830
2014-04-05 19:12:51,运转.运转,599,603,0,0,0,0,0,825
2014-04-05 19:12:56,运转.运转,599,603,0,0,2,0,0,830
2014-04-05 19:13:01,运转.运转,600,605,1,1,0,1,0,825
2014-04-05 19:13:06,运转.运转,600,606,1,1,0,1,0,819
2014-04-05 19:13:11,运转.运转,599,604,1,1,0,1,-1,815
2014-04-05 19:13:16,运转.运转,599,606,1,1,0,1,0,811
2014-04-05 19:13:21,运转.运转,600,605,1,1,0,1,0,807
2014-04-05 19:13:26,运转.运转,599,603,0,0,2,0,0,803
2014-04-05 19:13:31,运转.运转,599,604,1,1,0,1,0,799
2014-04-05 19:13:36,运转.运转,599,604,0,0,2,0,0,795
2014-04-05 19:13:41,运转.运转,600,605,1,1,0,1,-1,791
2014-04-05 19:13:46,运转.运转,600,604,1,1,0,1,0,787
2014-04-05 19:13:51,运转.运转,599,604,1,1,0,1,-1,783
2014-04-05 19:13:56,运转.运转,600,605,0,0,0,0,0,779
2014-04-05 19:14:01,运转.运转,600,606,1,1,0,1,0,784
2014-04-05 19:14:06,运转.运转,600,604,1,1,0,1,-1,789
2014-04-05 19:14:11,运转.运转,599,605,0,0,0,0,0,794
2014-04-05 19:14:16,运转.运转,599,604,1,1,0,1,0,799
2014-04-05 19:14:21,运转.运转,600,605,0,0,2,0,0,804
2014-04-05 19:14:26,运转.运转,599,606,1,1,0,1,0,809
2014-04-05 19:14:31,运转.运转,600,605,1,1,0,1,0,814
2014-04-05 19:14:36,运转.运转,600,604,1,1,0,1,-1,819
2014-04-05 19:14:41,运转.运转,599,604,1,1,0,1,-1,824
2014-04-05 19:14:46,运转.运转,599,605,1,1,0,1,-1,829
2014-04-05 19:14:51,运转.运转,600,605,1,1,0,1,-1,834
2014-04-05 19:14:56,运转.运转,599,603,0,0,2,0,0,830
2014-04-05 19:15:01,运转.运转,599,606,1,1,0,1,0,825
2014-04-05 19:15:06,运转.运转,599,604,0,0,0,0,0,830
2014-04-05 19:15:11,运转.运转,599,603,0,0,0,0,0,825
2014-04-05 19:15:16,运转.运转,600,606,1,1,0,1,-1,819
2014-04-05 19:15:21,运转.运转,599,604,1,1,0,1,-1,815
2014-04-05 19:15:26,运转.运转,600,604,1,1,0,1,0,811
2014-04-05 19:15:31,运转.运转,600,605,1,1,0,1,0,807
2014-04-05 19:15:36,运转.运转,600,604,1,1,0,1,-1,803
2014-04-05 19:15:41,运转.运转,599,604,0,0,2,0,0,799
2014-04-05 19:15:46,运转.运转,599,606,1,1,0,1,0,795
2014-04-05 19:15:51,运转.运转,600,604,1,1,0,1,0,791
2014-04-05 19:15:56,运转.运转,600,606,1,1,0,1,0,787
2014-04-05 19:16:01,运转.运转,599,605,1,1,0,1,-1,783
2014-04-05 19:16:06,运转.运转,600,605,1,1,0,1,-1,779
2014-04-05 19:16:11,运转.运转,599,604,0,0,2,0,0,784
2014-04-05 19:16:16,运转.运转,599,605,1,1,0,1,0,789
2014-04-05 19:16:21,运转.运转,600,605,0,0,2,0,0,794
2014-04-05 19:16:26,运转.运转,600,605,0,0,2,0,0,799
2014-04-05 19:16:31,运转.运转,600,602,1,1,0,1,0,804
2014-04-05 19:16:36,运转.运转,599,600,0,0,2,0,0,809
2014-04-05 19:16:41,运转.运转,600,602,1,1,0,1,0,814
2014-04-05 19:16:46,运转.运转,599,603,1,1,0,1,0,819
2014-04-05 19:16:51,运转.运转,599,600,0,0,0,0,0,824
2014-04-05 19:16:56,运转.运转,600,601,0,0,0,0,0,829
2014-04-05 19:17:01,运转.运转,599,601,1,1,0,1,0,834
2014-04-05 19:17:06,运转.运转,599,601,1,1,0,1,-1,830
2014-04-05 19:17:11,运转.运转,599,601,0,0,2,0,0,825
2014-04-05 19:17:16,运转.运转,600,600,0,0,0,0,0,830
2014-04-05 19:17:21,运转.运转,600,601,1,1,0,1,-1,825
