时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2016-11-03 02:20:11,运转.运转,600,600,0,0,1,0,0,830
2016-11-03 02:20:16,运转.运转,600,598,0,0,2,0,0,825
2016-11-03 02:20:21,运转.运转,600,601,1,1,0,1,0,819
2016-11-03 02:20:26,运转.运转,600,600,1,1,0,1,-1,815
2016-11-03 02:20:31,运转.运转,600,599,0,0,0,0,0,811
2016-11-03 02:20:36,运转.运转,600,600,0,0,1,0,0,807
2016-11-03 02:20:41,运转.运转,599,600,0,0,0,0,0,803
2016-11-03 02:20:46,运转.运转,599,598,0,0,0,0,0,799
2016-11-03 02:20:51,运转.运转,600,601,1,1,0,1,-1,795
2016-11-03 02:20:56,运转.运转,599,600,1,1,0,1,-1,791
2016-11-03 02:21:01,运转.运转,599,599,1,1,0,1,-1,787
2016-11-03 02:21:06,运转.运转,599,601,1,1,0,1,0,783
2016-11-03 02:21:11,运转.运转,600,600,0,0,2,0,0,779
2016-11-03 02:21:16,运转.运转,599,599,0,0,2,0,0,784
2016-11-03 02:21:21,运转.运转,599,599,0,0,1,0,0,789
2016-11-03 02:21:26,运转.运转,600,599,0,0,2,0,0,794
2016-11-03 02:21:31,运转.运转,600,598,0,0,0,0,0,799
2016-11-03 02:21:36,运转.运转,600,600,0,0,1,0,0,804
2016-11-03 02:21:41,运转.运转,599,601,0,0,0,0,0,809
2016-11-03 02:21:46,运转.运转,599,602,1,1,0,1,0,814
2016-11-03 02:21:51,运转.运转,600,603,1,1,0,1,-1,819
2016-11-03 02:21:56,运转.运转,599,601,0,0,2,0,0,824
2016-11-03 02:22:01,运转.运转,599,601,1,1,0,1,-1,829
2016-11-03 02:22:06,运转.运转,600,602,1,1,0,1,0,834
2016-11-03 02:22:11,运转.运转,599,601,1,1,0,1,0,830
2016-11-03 02:22:16,运转.运转,600,601,0,0,1,0,0,825
2016-11-03 02:22:21,运转.运转,599,601,0,0,1,0,0,830
2016-11-03 02:22:26,运转.运转,600,601,0,0,2,0,0,825
2016-11-03 02:22:31,运转.运转,600,603,0,0,1,0,0,819
2016-11-03 02:22:36,运转.运转,599,606,1,1,0,1,-1,815
2016-11-03 02:22:41,运转.运转,599,605,1,1,0,1,0,811
2016-11-03 02:22:46,运转.运转,600,604,1,1,0,1,-1,807
2016-11-03 02:22:51,运转.运转,600,603,0,0,2,0,0,803
2016-11-03 02:22:56,运转.运转,599,603,0,0,1,0,0,799
2016-11-03 02:23:01,运转.运转,600,603,0,0,0,0,0,795
2016-11-03 02:23:06,运转.运转,600,605,0,0,0,0,0,791
2016-11-03 02:23:11,运转.运转,600,603,0,0,0,0,0,787
2016-11-03 02:23:16,运转.运转,599,603,0,0,0,0,0,783
2016-11-03 02:23:21,运转.运转,599,604,0,0,1,0,0,779
2016-11-03 02:23:26,运转.运转,600,605,0,0,0,0,0,784
2016-11-03 02:23:31,运转.运转,599,603,0,0,0,0,0,789
2016-11-03 02:23:36,运转.运转,599,605,1,1,0,1,-1,794
2016-11-03 02:23:41,运转.运转,600,606,1,1,0,1,-1,799
2016-11-03 02:23:46,运转.运转,600,606,1,1,0,1,0,804
2016-11-03 02:23:51,运转.运转,599,605,0,0,2,0,0,809
2016-11-03 02:23:56,运转.运转,599,604,1,1,0,1,0,814
2016-11-03 02:24:01,运转.运转,599,604,0,0,2,0,0,819
2016-11-03 02:24:06,运转.运转,599,605,1,1,0,1,-1,824
2016-11-03 02:24:11,运转.运转,599,606,1,1,0,1,0,829
