时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2014-09-03 12:20:51,运转.运转,600,599,0,0,1,0,0,830
2014-09-03 12:20:56,运转.运转,599,599,1,1,0,1,0,825
2014-09-03 12:21:01,运转.运转,600,600,0,0,1,0,0,819
2014-09-03 12:21:06,运转.运转,600,599,1,1,0,1,0,815
2014-09-03 12:21:11,运转.运转,599,599,0,0,0,0,0,811
2014-09-03 12:21:16,运转.运转,600,600,0,0,0,0,0,807
2014-09-03 12:21:21,运转.运转,599,599,1,1,0,1,0,803
2014-09-03 12:21:26,运转.运转,599,601,1,1,0,1,0,799
2014-09-03 12:21:31,运转.运转,600,598,0,0,1,0,0,795
2014-09-03 12:21:36,运转.运转,600,599,0,0,2,0,0,791
2014-09-03 12:21:41,运转.运转,600,599,1,1,0,1,0,787
2014-09-03 12:21:46,运转.运转,599,601,1,1,0,1,-1,783
2014-09-03 12:21:51,运转.运转,600,598,0,0,1,0,0,779
2014-09-03 12:21:56,运转.运转,600,600,0,0,1,0,0,784
2014-09-03 12:22:01,运转.运转,599,602,0,0,2,0,0,789
2014-09-03 12:22:06,运转.运转,600,602,1,1,0,1,0,794
2014-09-03 12:22:11,运转.运转,599,601,0,0,2,0,0,799
2014-09-03 12:22:16,运转.运转,600,600,0,0,2,0,0,804
2014-09-03 12:22:21,运转.运转,599,600,0,0,2,0,0,809
2014-09-03 12:22:26,运转.运转,599,601,0,0,0,0,0,814
2014-09-03 12:22:31,运转.运转,599,606,1,1,0,1,-1,819
2014-09-03 12:22:36,运转.运转,600,603,0,0,2,0,0,824
2014-09-03 12:22:41,运转.运转,600,604,0,0,2,0,0,829
2014-09-03 12:22:46,运转.运转,599,605,0,0,2,0,0,834
2014-09-03 12:22:51,运转.运转,600,605,0,0,1,0,0,830
2014-09-03 12:22:56,运转.运转,599,604,0,0,1,0,0,825
2014-09-03 12:23:01,运转.运转,599,605,1,1,0,1,-1,830
2014-09-03 12:23:06,运转.运转,600,604,0,0,0,0,0,825
2014-09-03 12:23:11,运转.运转,599,605,1,1,0,1,-1,819
2014-09-03 12:23:16,运转.运转,600,606,1,1,0,1,-1,815
2014-09-03 12:23:21,运转.运转,599,605,0,0,0,0,0,811
2014-09-03 12:23:26,运转.运转,600,603,0,0,1,0,0,807
2014-09-03 12:23:31,运转.运转,600,605,0,0,1,0,0,803
2014-09-03 12:23:36,运转.运转,600,605,0,0,0,0,0,799
2014-09-03 12:23:41,运转.运转,600,605,1,1,0,1,-1,795
2014-09-03 12:23:46,运转.运转,599,605,1,1,0,1,0,791
2014-09-03 12:23:51,运转.运转,600,604,0,0,2,0,0,787
2014-09-03 12:23:56,运转.运转,600,606,1,1,0,1,0,783
2014-09-03 12:24:01,运转.运转,600,605,0,0,2,0,0,779
2014-09-03 12:24:06,运转.运转,600,603,0,0,2,0,0,784
2014-09-03 12:24:11,运转.运转,599,606,1,1,0,1,0,789
2014-09-03 12:24:16,运转.运转,599,604,1,1,0,1,-1,794
2014-09-03 12:24:21,运转.运转,600,605,0,0,0,0,0,799
2014-09-03 12:24:26,运转.运转,600,603,0,0,2,0,0,804
2014-09-03 12:24:31,运转.运转,600,605,0,0,0,0,0,809
2014-09-03 12:24:36,运转.运转,600,605,0,0,2,0,0,814
2014-09-03 12:24:41,运转.运转,600,606,1,1,0,1,0,819
2014-09-03 12:24:46,运转.运转,599,605,1,1,0,1,0,824
2014-09-03 12:24:51,运转.运转,600,604,1,1,0,1,-1,829
2014-09-03 12:24:56,运转.运转,600,604,0,0,2,0,0,834
2014-09-03 12:25:01,运转.运转,600,605,0,0,1,0,0,830
2014-09-03 12:25:06,运转.运转,600,606,1,1,0,1,0,825
2014-09-03 12:25:11,运转.运转,599,603,0,0,2,0,0,830
2014-09-03 12:25:16,运转.运转,599,603,0,0,2,0,0,825
2014-09-03 12:25:21,运转.运转,599,604,1,1,0,1,-1,819
2014-09-03 12:25:26,运转.运转,600,606,1,1,0,1,0,815
2014-09-03 12:25:31,运转.运转,599,604,0,0,2,0,0,811
2014-09-03 12:25:36,运转.运转,599,606,1,1,0,1,0,807
2014-09-03 12:25:41,运转.运转,600,603,0,0,0,0,0,803
2014-09-03 12:25:46,运转.运转,600,606,1,1,0,1,0,799
2014-09-03 12:25:51,运转.运转,600,604,1,1,0,1,0,795
2014-09-03 12:25:56,运转.运转,600,605,1,1,0,1,0,791
2014-09-03 12:26:01,运转.运转,599,601,0,0,2,0,0,787
2014-09-03 12:26:06,运转.运转,599,601,0,0,1,0,0,783
2014-09-03 12:26:11,运转.运转,600,603,1,1,0,1,0,779
2014-09-03 12:26:16,运转.运转,599,601,1,1,0,1,0,784
2014-09-03 12:26:21,运转.运转,599,601,1,1,0,1,-1,789
2014-09-03 12:26:26,运转.运转,600,601,0,0,0,0,0,794
2014-09-03 12:26:31,运转.运转,599,600,0,0,2,0,0,799
