时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2015-07-02 03:37:56,运转.运转,600,1,599,1,0,1,0,830
2015-07-02 03:38:01,运转.运转,599,1,599,1,0,1,-1,825
2015-07-02 03:38:06,运转.运转,599,1,600,1,0,1,-1,819
2015-07-02 03:38:11,运转.运转,599,0,600,0,2,0,0,815
2015-07-02 03:38:16,运转.运转,600,1,599,1,0,1,-1,811
2015-07-02 03:38:21,运转.运转,599,1,601,1,0,1,-1,807
2015-07-02 03:38:26,运转.运转,600,0,599,0,0,0,0,803
2015-07-02 03:38:31,运转.运转,600,1,599,1,0,1,0,799
2015-07-02 03:38:36,运转.运转,599,1,600,1,0,1,0,795
2015-07-02 03:38:41,运转.运转,600,0,598,0,1,0,0,791
2015-07-02 03:38:46,运转.运转,600,0,598,0,2,0,0,787
2015-07-02 03:38:51,运转.运转,599,1,599,1,0,1,-1,783
2015-07-02 03:38:56,运转.运转,599,1,601,1,0,1,0,779
2015-07-02 03:39:01,运转.运转,599,1,600,1,0,1,-1,784
2015-07-02 03:39:06,运转.运转,599,1,599,1,0,1,0,789
2015-07-02 03:39:11,运转.运转,600,1,603,1,0,1,-1,794
2015-07-02 03:39:16,运转.运转,600,0,600,0,2,0,0,799
2015-07-02 03:39:21,运转.运转,600,0,602,0,0,0,0,804
2015-07-02 03:39:26,运转.运转,600,1,602,1,0,1,0,809
2015-07-02 03:39:31,运转.运转,600,0,601,0,1,0,0,814
2015-07-02 03:39:36,运转.运转,600,1,602,1,0,1,-1,819
2015-07-02 03:39:41,运转.运转,599,1,602,1,0,1,-1,824
2015-07-02 03:39:46,运转.运转,599,0,604,0,2,0,0,829
2015-07-02 03:39:51,运转.运转,600,1,605,1,0,1,-1,834
2015-07-02 03:39:56,运转.运转,599,1,606,1,0,1,-1,830
2015-07-02 03:40:01,运转.运转,599,1,605,1,0,1,-1,825
2015-07-02 03:40:06,运转.运转,599,0,604,0,2,0,0,830
2015-07-02 03:40:11,运转.运转,600,1,604,1,0,1,-1,825
2015-07-02 03:40:16,运转.运转,600,0,605,0,0,0,0,819
2015-07-02 03:40:21,运转.运转,600,1,606,1,0,1,0,815
2015-07-02 03:40:26,运转.运转,599,1,605,1,0,1,0,811
2015-07-02 03:40:31,运转.运转,600,0,604,0,0,0,0,807
2015-07-02 03:40:36,运转.运转,599,0,604,0,2,0,0,803
2015-07-02 03:40:41,运转.运转,599,1,605,1,0,1,-1,799
2015-07-02 03:40:46,运转.运转,599,0,604,0,1,0,0,795
2015-07-02 03:40:51,运转.运转,600,0,603,0,2,0,0,791
2015-07-02 03:40:56,运转.运转,600,1,606,1,0,1,-1,787
2015-07-02 03:41:01,运转.运转,599,0,603,0,2,0,0,783
2015-07-02 03:41:06,运转.运转,599,1,605,1,0,1,-1,779
2015-07-02 03:41:11,运转.运转,600,0,605,0,1,0,0,784
2015-07-02 03:41:16,运转.运转,599,1,605,1,0,1,-1,789
2015-07-02 03:41:21,运转.运转,599,0,605,0,0,0,0,794
2015-07-02 03:41:26,运转.运转,599,1,605,1,0,1,0,799
2015-07-02 03:41:31,运转.运转,599,0,604,0,0,0,0,804
2015-07-02 03:41:36,运转.运转,600,0,603,0,0,0,0,809
2015-07-02 03:41:41,运转.运转,600,0,604,0,1,0,0,814
2015-07-02 03:41:46,运转.运转,600,0,603,0,1,0,0,819
2015-07-02 03:41:51,运转.运转,599,1,606,1,0,1,-1,824
2015-07-02 03:41:56,运转.运转,599,0,604,0,0,0,0,829
2015-07-02 03:42:01,运转.运转,600,0,603,0,2,0,0,834
2015-07-02 03:42:06,运转.运转,600,0,604,0,1,0,0,830
2015-07-02 03:42:11,运转.运转,600,1,606,1,0,1,0,825
2015-07-02 03:42:16,运转.运转,599,0,605,0,2,0,0,830
2015-07-02 03:42:21,运转.运转,600,0,604,0,0,0,0,825
2015-07-02 03:42:26,运转.运转,600,0,605,0,0,0,0,819
2015-07-02 03:42:31,运转.运转,599,0,603,0,1,0,0,815
2015-07-02 03:42:36,运转.运转,599,0,603,0,2,0,0,811
2015-07-02 03:42:41,运转.运转,600,0,603,0,0,0,0,807
2015-07-02 03:42:46,运转.运转,599,0,603,0,1,0,0,803
2015-07-02 03:42:51,运转.运转,599,1,605,1,0,1,-1,799
2015-07-02 03:42:56,运转.运转,600,1,606,1,0,1,-1,795
2015-07-02 03:43:01,运转.运转,599,1,606,1,0,1,-1,791
2015-07-02 03:43:06,运转.运转,599,1,604,1,0,1,0,787
2015-07-02 03:43:11,运转.运转,600,0,605,0,0,0,0,783
2015-07-02 03:43:16,运转.运转,599,0,604,0,1,0,0,779
2015-07-02 03:43:21,运转.运转,599,0,603,0,2,0,0,784
2015-07-02 03:43:26,运转.运转,600,0,604,0,2,0,0,789
2015-07-02 03:43:31,运转.运转,599,0,604,0,1,0,0,794
2015-07-02 03:43:36,运转.运转,599,0,603,0,2,0,0,799
2015-07-02 03:43:41,运转.运转,600,0,605,0,1,0,0,804
2015-07-02 03:43:46,运转.运转,599,0,604,0,2,0,0,809
2015-07-02 03:43:51,运转.运转,600,0,605,0,2,0,0,814
2015-07-02 03:43:56,运转.运转,600,0,603,0,0,0,0,819
2015-07-02 03:44:01,运转.运转,599,0,604,0,0,0,0,824
2015-07-02 03:44:06,运转.运转,599,1,604,1,0,1,-1,829
2015-07-02 03:44:11,运转.运转,599,0,604,0,0,0,0,834
