时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2016-09-04 18:43:29,运转.运转,600,0,600,0,0,0,0,830
2016-09-04 18:43:34,运转.运转,600,1,600,1,0,1,-1,825
2016-09-04 18:43:39,运转.运转,600,1,601,1,0,1,-1,819
2016-09-04 18:43:44,运转.运转,600,0,598,0,1,0,0,815
2016-09-04 18:43:49,运转.运转,599,1,599,1,0,1,-1,811
2016-09-04 18:43:54,运转.运转,600,0,599,0,2,0,0,807
2016-09-04 18:43:59,运转.运转,600,1,599,1,0,1,0,803
2016-09-04 18:44:04,运转.运转,599,1,600,1,0,1,0,799
2016-09-04 18:44:09,运转.运转,599,0,600,0,0,0,0,795
2016-09-04 18:44:14,运转.运转,599,0,600,0,1,0,0,791
2016-09-04 18:44:19,运转.运转,600,0,599,0,1,0,0,787
2016-09-04 18:44:24,运转.运转,599,0,599,0,1,0,0,783
2016-09-04 18:44:29,运转.运转,599,1,600,1,0,1,0,779
2016-09-04 18:44:34,运转.运转,599,1,601,1,0,1,0,784
2016-09-04 18:44:39,运转.运转,599,1,601,1,0,1,0,789
2016-09-04 18:44:44,运转.运转,599,0,600,0,0,0,0,794
2016-09-04 18:44:49,运转.运转,599,1,603,1,0,1,0,799
2016-09-04 18:44:54,运转.运转,600,0,602,0,2,0,0,804
2016-09-04 18:44:59,运转.运转,600,1,603,1,0,1,0,809
2016-09-04 18:45:04,运转.运转,600,1,602,1,0,1,-1,814
2016-09-04 18:45:09,运转.运转,600,1,606,1,0,1,-1,819
2016-09-04 18:45:14,运转.运转,599,1,606,1,0,1,0,824
2016-09-04 18:45:19,运转.运转,600,0,604,0,1,0,0,829
2016-09-04 18:45:24,运转.运转,600,0,605,0,0,0,0,834
2016-09-04 18:45:29,运转.运转,599,0,605,0,1,0,0,830
2016-09-04 18:45:34,运转.运转,600,1,605,1,0,1,-1,825
2016-09-04 18:45:39,运转.运转,599,1,604,1,0,1,0,830
2016-09-04 18:45:44,运转.运转,600,1,606,1,0,1,-1,825
2016-09-04 18:45:49,运转.运转,600,1,605,1,0,1,0,819
2016-09-04 18:45:54,运转.运转,600,1,606,1,0,1,0,815
2016-09-04 18:45:59,运转.运转,600,0,603,0,0,0,0,811
2016-09-04 18:46:04,运转.运转,600,1,604,1,0,1,0,807
2016-09-04 18:46:09,运转.运转,599,1,604,1,0,1,-1,803
2016-09-04 18:46:14,运转.运转,600,0,604,0,0,0,0,799
2016-09-04 18:46:19,运转.运转,599,0,603,0,2,0,0,795
2016-09-04 18:46:24,运转.运转,600,0,604,0,2,0,0,791
2016-09-04 18:46:29,运转.运转,600,1,604,1,0,1,0,787
2016-09-04 18:46:34,运转.运转,599,0,603,0,1,0,0,783
2016-09-04 18:46:39,运转.运转,600,0,603,0,2,0,0,779
2016-09-04 18:46:44,运转.运转,600,1,605,1,0,1,-1,784
2016-09-04 18:46:49,运转.运转,600,0,604,0,1,0,0,789
2016-09-04 18:46:54,运转.运转,599,1,606,1,0,1,0,794
2016-09-04 18:46:59,运转.运转,600,0,605,0,0,0,0,799
2016-09-04 18:47:04,运转.运转,600,1,605,1,0,1,-1,804
2016-09-04 18:47:09,运转.运转,600,1,606,1,0,1,-1,809
2016-09-04 18:47:14,运转.运转,600,1,604,1,0,1,-1,814
2016-09-04 18:47:19,运转.运转,600,1,606,1,0,1,-1,819
2016-09-04 18:47:24,运转.运转,599,1,606,1,0,1,0,824
2016-09-04 18:47:29,运转.运转,600,1,604,1,0,1,0,829
2016-09-04 18:47:34,运转.运转,600,1,604,1,0,1,-1,834
2016-09-04 18:47:39,运转.运转,600,0,605,0,0,0,0,830
2016-09-04 18:47:44,运转.运转,600,0,603,0,0,0,0,825
2016-09-04 18:47:49,运转.运转,599,1,604,1,0,1,0,830
2016-09-04 18:47:54,运转.运转,599,0,603,0,2,0,0,825
2016-09-04 18:47:59,运转.运转,600,0,605,0,0,0,0,819
2016-09-04 18:48:04,运转.运转,599,0,604,0,2,0,0,815
2016-09-04 18:48:09,运转.运转,600,1,605,1,0,1,0,811
2016-09-04 18:48:14,运转.运转,599,1,606,1,0,1,-1,807
2016-09-04 18:48:19,运转.运转,599,0,604,0,2,0,0,803
2016-09-04 18:48:24,运转.运转,600,0,604,0,0,0,0,799
2016-09-04 18:48:29,运转.运转,599,1,605,1,0,1,0,795
2016-09-04 18:48:34,运转.运转,599,0,603,0,1,0,0,791
2016-09-04 18:48:39,运转.运转,599,0,605,0,1,0,0,787
2016-09-04 18:48:44,运转.运转,599,1,605,1,0,1,0,783
2016-09-04 18:48:49,运转.运转,599,0,605,0,2,0,0,779
2016-09-04 18:48:54,运转.运转,600,0,603,0,2,0,0,784
2016-09-04 18:48:59,运转.运转,600,0,603,0,1,0,0,789
2016-09-04 18:49:04,运转.运转,600,1,605,1,0,1,-1,794
2016-09-04 18:49:09,运转.运转,599,0,605,0,2,0,0,799
