时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2015-07-20 21:27:23,运转.运转,600,1,600,1,0,1,0,830
2015-07-20 21:27:28,运转.运转,599,0,599,0,1,0,0,825
2015-07-20 21:27:33,运转.运转,600,1,599,1,0,1,0,819
2015-07-20 21:27:38,运转.运转,599,0,598,0,2,0,0,815
2015-07-20 21:27:43,运转.运转,600,0,598,0,2,0,0,811
2015-07-20 21:27:48,运转.运转,599,1,599,1,0,1,0,807
2015-07-20 21:27:53,运转.运转,599,0,599,0,0,0,0,803
2015-07-20 21:27:58,运转.运转,600,1,600,1,0,1,0,799
2015-07-20 21:28:03,运转.运转,600,1,601,1,0,1,-1,795
2015-07-20 21:28:08,运转.运转,599,0,598,0,0,0,0,791
2015-07-20 21:28:13,运转.运转,600,0,598,0,2,0,0,787
2015-07-20 21:28:18,运转.运转,599,0,600,0,0,0,0,783
2015-07-20 21:28:23,运转.运转,600,1,601,1,0,1,-1,779
2015-07-20 21:28:28,运转.运转,600,0,598,0,0,0,0,784
2015-07-20 21:28:33,运转.运转,600,1,599,1,0,1,-1,789
2015-07-20 21:28:38,运转.运转,599,0,598,0,1,0,0,794
2015-07-20 21:28:43,运转.运转,599,1,601,1,0,1,0,799
2015-07-20 21:28:48,运转.运转,599,1,599,1,0,1,0,804
2015-07-20 21:28:53,运转.运转,599,0,599,0,2,0,0,809
2015-07-20 21:28:58,运转.运转,600,1,601,1,0,1,-1,814
2015-07-20 21:29:03,运转.运转,599,0,600,0,1,0,0,819
2015-07-20 21:29:08,运转.运转,599,0,602,0,1,0,0,824
2015-07-20 21:29:13,运转.运转,600,1,602,1,0,1,-1,829
2015-07-20 21:29:18,运转.运转,600,1,603,1,0,1,0,834
2015-07-20 21:29:23,运转.运转,600,1,601,1,0,1,-1,830
2015-07-20 21:29:28,运转.运转,600,0,602,0,1,0,0,825
2015-07-20 21:29:33,运转.运转,600,1,601,1,0,1,0,830
2015-07-20 21:29:38,运转.运转,599,1,601,1,0,1,0,825
2015-07-20 21:29:43,运转.运转,600,0,602,0,0,0,0,819
2015-07-20 21:29:48,运转.运转,600,1,601,1,0,1,-1,815
2015-07-20 21:29:53,运转.运转,600,1,602,1,0,1,-1,811
2015-07-20 21:29:58,运转.运转,600,0,603,0,2,0,0,807
2015-07-20 21:30:03,运转.运转,599,1,606,1,0,1,-1,803
2015-07-20 21:30:08,运转.运转,600,0,604,0,2,0,0,799
2015-07-20 21:30:13,运转.运转,599,0,603,0,2,0,0,795
2015-07-20 21:30:18,运转.运转,599,1,605,1,0,1,-1,791
2015-07-20 21:30:23,运转.运转,600,0,603,0,1,0,0,787
2015-07-20 21:30:28,运转.运转,600,0,605,0,2,0,0,783
2015-07-20 21:30:33,运转.运转,600,1,605,1,0,1,-1,779
2015-07-20 21:30:38,运转.运转,600,1,606,1,0,1,0,784
2015-07-20 21:30:43,运转.运转,599,0,603,0,1,0,0,789
2015-07-20 21:30:48,运转.运转,600,1,606,1,0,1,0,794
2015-07-20 21:30:53,运转.运转,599,0,603,0,0,0,0,799
2015-07-20 21:30:58,运转.运转,599,0,603,0,1,0,0,804
2015-07-20 21:31:03,运转.运转,600,0,603,0,1,0,0,809
2015-07-20 21:31:08,运转.运转,600,0,603,0,1,0,0,814
2015-07-20 21:31:13,运转.运转,600,1,606,1,0,1,-1,819
2015-07-20 21:31:18,运转.运转,599,1,604,1,0,1,0,824
2015-07-20 21:31:23,运转.运转,600,0,603,0,2,0,0,829
2015-07-20 21:31:28,运转.运转,600,1,605,1,0,1,-1,834
2015-07-20 21:31:33,运转.运转,599,1,606,1,0,1,0,830
2015-07-20 21:31:38,运转.运转,600,0,605,0,2,0,0,825
2015-07-20 21:31:43,运转.运转,599,0,603,0,1,0,0,830
2015-07-20 21:31:48,运转.运转,599,0,603,0,0,0,0,825
2015-07-20 21:31:53,运转.运转,599,1,605,1,0,1,-1,819
2015-07-20 21:31:58,运转.运转,599,0,603,0,1,0,0,815
2015-07-20 21:32:03,运转.运转,600,0,605,0,1,0,0,811
2015-07-20 21:32:08,运转.运转,600,1,605,1,0,1,-1,807
2015-07-20 21:32:13,运转.运转,599,0,604,0,2,0,0,803
2015-07-20 21:32:18,运转.运转,600,1,605,1,0,1,-1,799
2015-07-20 21:32:23,运转.运转,600,1,604,1,0,1,0,795
2015-07-20 21:32:28,运转.运转,600,1,605,1,0,1,-1,791
2015-07-20 21:32:33,运转.运转,600,0,604,0,0,0,0,787
2015-07-20 21:32:38,运转.运转,599,1,604,1,0,1,0,783
2015-07-20 21:32:43,运转.运转,600,1,605,1,0,1,0,779
2015-07-20 21:32:48,运转.运转,599,1,606,1,0,1,-1,784
2015-07-20 21:32:53,运转.运转,600,0,604,0,1,0,0,789
2015-07-20 21:32:58,运转.运转,600,0,604,0,1,0,0,794
2015-07-20 21:33:03,运转.运转,599,1,606,1,0,1,0,799
2015-07-20 21:33:08,运转.运转,600,1,604,1,0,1,0,804
2015-07-20 21:33:13,运转.运转,600,0,603,0,1,0,0,809
2015-07-20 21:33:18,运转.运转,600,1,604,1,0,1,0,814
2015-07-20 21:33:23,运转.运转,599,1,604,1,0,1,0,819
2015-07-20 21:33:28,运转.运转,599,0,604,0,2,0,0,824
2015-07-20 21:33:33,运转.运转,599,0,604,0,0,0,0,829
2015-07-20 21:33:38,运转.运转,599,0,604,0,2,0,0,834
2015-07-20 21:33:43,运转.运转,599,0,605,0,2,0,0,830
2015-07-20 21:33:48,运转.运转,600,1,605,1,0,1,-1,825
2015-07-20 21:33:53,运转.运转,599,1,605,1,0,1,-1,830
2015-07-20 21:33:58,运转.运转,599,1,604,1,0,1,-1,825
2015-07-20 21:34:03,运转.运转,600,1,606,1,0,1,-1,819
2015-07-20 21:34:08,运转.运转,600,1,606,1,0,1,0,815
2015-07-20 21:34:13,运转.运转,599,1,606,1,0,1,-1,811
2015-07-20 21:34:18,运转.运转,599,1,606,1,0,1,0,807
2015-07-20 21:34:23,运转.运转,600,1,606,1,0,1,0,803
2015-07-20 21:34:28,运转.运转,600,1,606,1,0,1,0,799
2015-07-20 21:34:33,运转.运转,599,0,603,0,0,0,0,795
2015-07-20 21:34:38,运转.运转,599,1,606,1,0,1,-1,791
2015-07-20 21:34:43,运转.运转,600,1,605,1,0,1,0,787
2015-07-20 21:34:48,运转.运转,600,0,604,0,1,0,0,783
2015-07-20 21:34:53,运转.运转,599,1,606,1,0,1,0,779
2015-07-20 21:34:58,运转.运转,599,1,604,1,0,1,0,784
2015-07-20 21:35:03,运转.运转,599,1,604,1,0,1,0,789
2015-07-20 21:35:08,运转.运转,599,0,605,0,2,0,0,794
2015-07-20 21:35:13,运转.运转,600,1,605,1,0,1,0,799
2015-07-20 21:35:18,运转.运转,600,1,605,1,0,1,-1,804
2015-07-20 21:35:23,运转.运转,599,1,605,1,0,1,0,809
2015-07-20 21:35:28,运转.运转,600,1,606,1,0,1,0,814
2015-07-20 21:35:33,运转.运转,599,1,604,1,0,1,-1,819
2015-07-20 21:35:38,运转.运转,600,1,605,1,0,1,-1,824
2015-07-20 21:35:43,运转.运转,599,0,603,0,2,0,0,829
2015-07-20 21:35:48,运转.运转,599,0,605,0,2,0,0,834
2015-07-20 21:35:53,运转.运转,600,1,606,1,0,1,-1,830
2015-07-20 21:35:58,运转.运转,600,1,605,1,0,1,0,825
2015-07-20 21:36:03,运转.运转,600,1,605,1,0,1,0,830
