时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2013-10-08 12:52:46,运转.运转,599,1,599,1,0,1,0,830
2013-10-08 12:52:51,运转.运转,599,0,600,0,1,0,0,825
2013-10-08 12:52:56,运转.运转,599,1,600,1,0,1,-1,819
2013-10-08 12:53:01,运转.运转,600,0,598,0,2,0,0,815
2013-10-08 12:53:06,运转.运转,599,1,600,1,0,1,-1,811
2013-10-08 12:53:11,运转.运转,599,1,600,1,0,1,0,807
2013-10-08 12:53:16,运转.运转,600,1,600,1,0,1,-1,803
2013-10-08 12:53:21,运转.运转,599,0,598,0,2,0,0,799
2013-10-08 12:53:26,运转.运转,600,1,601,1,0,1,-1,795
2013-10-08 12:53:31,运转.运转,600,0,599,0,2,0,0,791
2013-10-08 12:53:36,运转.运转,599,1,601,1,0,1,0,787
2013-10-08 12:53:41,运转.运转,600,1,601,1,0,1,0,783
2013-10-08 12:53:46,运转.运转,599,0,599,0,2,0,0,779
2013-10-08 12:53:51,运转.运转,599,1,601,1,0,1,0,784
2013-10-08 12:53:56,运转.运转,600,0,598,0,1,0,0,789
2013-10-08 12:54:01,运转.运转,600,1,601,1,0,1,-1,794
2013-10-08 12:54:06,运转.运转,599,1,599,1,0,1,0,799
2013-10-08 12:54:11,运转.运转,599,1,600,1,0,1,-1,804
2013-10-08 12:54:16,运转.运转,599,0,599,0,1,0,0,809
2013-10-08 12:54:21,运转.运转,600,1,600,1,0,1,-1,814
2013-10-08 12:54:26,运转.运转,600,1,602,1,0,1,0,819
2013-10-08 12:54:31,运转.运转,599,1,603,1,0,1,0,824
2013-10-08 12:54:36,运转.运转,599,1,601,1,0,1,0,829
2013-10-08 12:54:41,运转.运转,600,0,600,0,1,0,0,834
2013-10-08 12:54:46,运转.运转,600,0,601,0,1,0,0,830
2013-10-08 12:54:51,运转.运转,599,1,601,1,0,1,0,825
2013-10-08 12:54:56,运转.运转,600,1,602,1,0,1,-1,830
2013-10-08 12:55:01,运转.运转,599,0,601,0,2,0,0,825
2013-10-08 12:55:06,运转.运转,600,1,603,1,0,1,-1,819
2013-10-08 12:55:11,运转.运转,599,1,601,1,0,1,0,815
2013-10-08 12:55:16,运转.运转,599,1,605,1,0,1,-1,811
2013-10-08 12:55:21,运转.运转,600,1,604,1,0,1,0,807
2013-10-08 12:55:26,运转.运转,599,0,603,0,0,0,0,803
2013-10-08 12:55:31,运转.运转,600,1,604,1,0,1,-1,799
2013-10-08 12:55:36,运转.运转,599,0,604,0,1,0,0,795
2013-10-08 12:55:41,运转.运转,599,0,605,0,2,0,0,791
2013-10-08 12:55:46,运转.运转,600,0,603,0,2,0,0,787
2013-10-08 12:55:51,运转.运转,599,0,605,0,0,0,0,783
2013-10-08 12:55:56,运转.运转,600,1,606,1,0,1,-1,779
2013-10-08 12:56:01,运转.运转,600,0,605,0,0,0,0,784
2013-10-08 12:56:06,运转.运转,600,1,604,1,0,1,0,789
2013-10-08 12:56:11,运转.运转,599,1,606,1,0,1,0,794
2013-10-08 12:56:16,运转.运转,599,0,605,0,0,0,0,799
2013-10-08 12:56:21,运转.运转,599,0,605,0,1,0,0,804
2013-10-08 12:56:26,运转.运转,600,1,606,1,0,1,0,809
2013-10-08 12:56:31,运转.运转,600,0,605,0,1,0,0,814
2013-10-08 12:56:36,运转.运转,599,1,604,1,0,1,-1,819
2013-10-08 12:56:41,运转.运转,599,0,604,0,2,0,0,824
2013-10-08 12:56:46,运转.运转,599,0,604,0,2,0,0,829
2013-10-08 12:56:51,运转.运转,599,0,603,0,1,0,0,834
2013-10-08 12:56:56,运转.运转,600,1,606,1,0,1,0,830
2013-10-08 12:57:01,运转.运转,599,1,605,1,0,1,0,825
2013-10-08 12:57:06,运转.运转,600,1,605,1,0,1,-1,830
2013-10-08 12:57:11,运转.运转,599,1,604,1,0,1,-1,825
2013-10-08 12:57:16,运转.运转,599,1,605,1,0,1,0,819
2013-10-08 12:57:21,运转.运转,599,1,605,1,0,1,0,815
2013-10-08 12:57:26,运转.运转,600,0,605,0,1,0,0,811
2013-10-08 12:57:31,运转.运转,600,1,606,1,0,1,-1,807
2013-10-08 12:57:36,运转.运转,599,1,606,1,0,1,0,803
2013-10-08 12:57:41,运转.运转,600,0,603,0,2,0,0,799
2013-10-08 12:57:46,运转.运转,599,1,606,1,0,1,-1,795
2013-10-08 12:57:51,运转.运转,599,0,604,0,1,0,0,791
2013-10-08 12:57:56,运转.运转,600,1,604,1,0,1,-1,787
2013-10-08 12:58:01,运转.运转,599,1,606,1,0,1,-1,783
2013-10-08 12:58:06,运转.运转,599,1,606,1,0,1,0,779
2013-10-08 12:58:11,运转.运转,599,1,606,1,0,1,0,784
2013-10-08 12:58:16,运转.运转,599,1,606,1,0,1,0,789
2013-10-08 12:58:21,运转.运转,599,1,605,1,0,1,0,794
2013-10-08 12:58:26,运转.运转,600,1,606,1,0,1,-1,799
2013-10-08 12:58:31,运转.运转,600,1,606,1,0,1,-1,804
2013-10-08 12:58:36,运转.运转,599,1,605,1,0,1,0,809
2013-10-08 12:58:41,运转.运转,599,1,605,1,0,1,-1,814
2013-10-08 12:58:46,运转.运转,599,1,604,1,0,1,0,819
2013-10-08 12:58:51,运转.运转,599,0,604,0,2,0,0,824
2013-10-08 12:58:56,运转.运转,600,1,604,1,0,1,0,829
2013-10-08 12:59:01,运转.运转,599,1,604,1,0,1,-1,834
2013-10-08 12:59:06,运转.运转,599,0,603,0,2,0,0,830
2013-10-08 12:59:11,运转.运转,600,1,606,1,0,1,0,825
