时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2013-02-04 03:05:01,运转.运转,599,0,598,0,2,0,0,830
2013-02-04 03:05:06,运转.运转,600,1,599,1,0,1,0,825
2013-02-04 03:05:11,运转.运转,599,1,600,1,0,1,-1,819
2013-02-04 03:05:16,运转.运转,600,1,601,1,0,1,0,815
2013-02-04 03:05:21,运转.运转,600,0,600,0,0,0,0,811
2013-02-04 03:05:26,运转.运转,599,0,600,0,0,0,0,807
2013-02-04 03:05:31,运转.运转,599,0,598,0,0,0,0,803
2013-02-04 03:05:36,运转.运转,599,0,599,0,1,0,0,799
2013-02-04 03:05:41,运转.运转,599,1,600,1,0,1,0,795
2013-02-04 03:05:46,运转.运转,599,1,599,1,0,1,0,791
2013-02-04 03:05:51,运转.运转,600,1,599,1,0,1,-1,787
2013-02-04 03:05:56,运转.运转,599,1,599,1,0,1,-1,783
2013-02-04 03:06:01,运转.运转,600,0,598,0,0,0,0,779
2013-02-04 03:06:06,运转.运转,599,1,600,1,0,1,0,784
2013-02-04 03:06:11,运转.运转,600,0,600,0,0,0,0,789
2013-02-04 03:06:16,运转.运转,600,0,599,0,2,0,0,794
2013-02-04 03:06:21,运转.运转,599,1,601,1,0,1,-1,799
2013-02-04 03:06:26,运转.运转,600,0,602,0,1,0,0,804
2013-02-04 03:06:31,运转.运转,600,0,601,0,1,0,0,809
2013-02-04 03:06:36,运转.运转,600,0,602,0,0,0,0,814
2013-02-04 03:06:41,运转.运转,600,1,601,1,0,1,-1,819
2013-02-04 03:06:46,运转.运转,599,1,601,1,0,1,-1,824
2013-02-04 03:06:51,运转.运转,600,0,601,0,1,0,0,829
2013-02-04 03:06:56,运转.运转,599,1,601,1,0,1,0,834
2013-02-04 03:07:01,运转.运转,599,1,603,1,0,1,0,830
2013-02-04 03:07:06,运转.运转,600,0,601,0,1,0,0,825
2013-02-04 03:07:11,运转.运转,599,1,605,1,0,1,0,830
2013-02-04 03:07:16,运转.运转,599,1,605,1,0,1,0,825
2013-02-04 03:07:21,运转.运转,600,0,603,0,0,0,0,819
2013-02-04 03:07:26,运转.运转,600,0,605,0,0,0,0,815
2013-02-04 03:07:31,运转.运转,600,1,606,1,0,1,0,811
2013-02-04 03:07:36,运转.运转,599,0,603,0,1,0,0,807
2013-02-04 03:07:41,运转.运转,599,1,605,1,0,1,-1,803
2013-02-04 03:07:46,运转.运转,599,0,605,0,1,0,0,799
2013-02-04 03:07:51,运转.运转,600,0,603,0,1,0,0,795
2013-02-04 03:07:56,运转.运转,600,1,605,1,0,1,0,791
2013-02-04 03:08:01,运转.运转,599,0,605,0,0,0,0,787
2013-02-04 03:08:06,运转.运转,599,1,606,1,0,1,0,783
2013-02-04 03:08:11,运转.运转,599,1,606,1,0,1,-1,779
2013-02-04 03:08:16,运转.运转,600,1,604,1,0,1,-1,784
2013-02-04 03:08:21,运转.运转,600,0,603,0,1,0,0,789
2013-02-04 03:08:26,运转.运转,600,1,606,1,0,1,0,794
2013-02-04 03:08:31,运转.运转,599,0,605,0,1,0,0,799
2013-02-04 03:08:36,运转.运转,600,1,606,1,0,1,-1,804
2013-02-04 03:08:41,运转.运转,599,1,604,1,0,1,-1,809
2013-02-04 03:08:46,运转.运转,599,0,603,0,1,0,0,814
2013-02-04 03:08:51,运转.运转,599,1,606,1,0,1,0,819
2013-02-04 03:08:56,运转.运转,599,1,605,1,0,1,0,824
2013-02-04 03:09:01,运转.运转,599,0,603,0,2,0,0,829
2013-02-04 03:09:06,运转.运转,600,1,604,1,0,1,-1,834
2013-02-04 03:09:11,运转.运转,599,1,604,1,0,1,-1,830
2013-02-04 03:09:16,运转.运转,599,1,605,1,0,1,0,825
2013-02-04 03:09:21,运转.运转,600,1,605,1,0,1,-1,830
2013-02-04 03:09:26,运转.运转,600,0,605,0,2,0,0,825
2013-02-04 03:09:31,运转.运转,600,1,605,1,0,1,0,819
2013-02-04 03:09:36,运转.运转,600,1,605,1,0,1,0,815
2013-02-04 03:09:41,运转.运转,600,1,604,1,0,1,0,811
2013-02-04 03:09:46,运转.运转,599,1,606,1,0,1,0,807
2013-02-04 03:09:51,运转.运转,600,0,604,0,2,0,0,803
2013-02-04 03:09:56,运转.运转,599,0,604,0,1,0,0,799
2013-02-04 03:10:01,运转.运转,599,0,605,0,1,0,0,795
2013-02-04 03:10:06,运转.运转,600,1,606,1,0,1,0,791
2013-02-04 03:10:11,运转.运转,600,1,604,1,0,1,-1,787
2013-02-04 03:10:16,运转.运转,599,1,605,1,0,1,-1,783
2013-02-04 03:10:21,运转.运转,599,1,606,1,0,1,-1,779
2013-02-04 03:10:26,运转.运转,599,0,603,0,1,0,0,784
2013-02-04 03:10:31,运转.运转,599,0,605,0,0,0,0,789
2013-02-04 03:10:36,运转.运转,600,0,603,0,1,0,0,794
2013-02-04 03:10:41,运转.运转,600,1,606,1,0,1,0,799
2013-02-04 03:10:46,运转.运转,599,1,606,1,0,1,0,804
2013-02-04 03:10:51,运转.运转,600,0,603,0,1,0,0,809
2013-02-04 03:10:56,运转.运转,600,0,604,0,0,0,0,814
2013-02-04 03:11:01,运转.运转,599,1,604,1,0,1,0,819
2013-02-04 03:11:06,运转.运转,599,0,605,0,0,0,0,824
2013-02-04 03:11:11,运转.运转,599,1,605,1,0,1,-1,829
2013-02-04 03:11:16,运转.运转,599,0,605,0,1,0,0,834
2013-02-04 03:11:21,运转.运转,600,1,604,1,0,1,-1,830
2013-02-04 03:11:26,运转.运转,600,1,606,1,0,1,0,825
2013-02-04 03:11:31,运转.运转,599,0,605,0,2,0,0,830
2013-02-04 03:11:36,运转.运转,599,0,604,0,2,0,0,825
2013-02-04 03:11:41,运转.运转,600,0,604,0,0,0,0,819
2013-02-04 03:11:46,运转.运转,599,1,606,1,0,1,0,815
2013-02-04 03:11:51,运转.运转,599,1,604,1,0,1,-1,811
2013-02-04 03:11:56,运转.运转,599,0,605,0,1,0,0,807
2013-02-04 03:12:01,运转.运转,599,1,605,1,0,1,-1,803
2013-02-04 03:12:06,运转.运转,599,0,603,0,0,0,0,799
2013-02-04 03:12:11,运转.运转,600,0,603,0,1,0,0,795
2013-02-04 03:12:16,运转.运转,599,1,605,1,0,1,-1,791
