时间,大小闸,po1,均衡风缸,列车管,po2,预控,闸1,闸2,总风缸
2016-11-25 12:27:01,运转.运转,600,1,601,1,0,1,0,830
2016-11-25 12:27:06,运转.运转,599,0,600,0,0,0,0,825
2016-11-25 12:27:11,运转.运转,599,1,600,1,0,1,-1,819
2016-11-25 12:27:16,运转.运转,600,1,600,1,0,1,0,815
2016-11-25 12:27:21,运转.运转,600,1,599,1,0,1,0,811
2016-11-25 12:27:26,运转.运转,600,1,601,1,0,1,-1,807
2016-11-25 12:27:31,运转.运转,600,0,599,0,1,0,0,803
2016-11-25 12:27:36,运转.运转,599,1,599,1,0,1,0,799
2016-11-25 12:27:41,运转.运转,599,0,600,0,0,0,0,795
2016-11-25 12:27:46,运转.运转,599,0,599,0,2,0,0,791
2016-11-25 12:27:51,运转.运转,600,0,600,0,0,0,0,787
2016-11-25 12:27:56,运转.运转,599,1,599,1,0,1,-1,783
2016-11-25 12:28:01,运转.运转,600,0,599,0,2,0,0,779
2016-11-25 12:28:06,运转.运转,599,0,598,0,2,0,0,784
2016-11-25 12:28:11,运转.运转,599,0,601,0,1,0,0,789
2016-11-25 12:28:16,运转.运转,599,1,601,1,0,1,-1,794
2016-11-25 12:28:21,运转.运转,600,0,601,0,2,0,0,799
2016-11-25 12:28:26,运转.运转,600,1,601,1,0,1,0,804
2016-11-25 12:28:31,运转.运转,600,0,601,0,1,0,0,809
2016-11-25 12:28:36,运转.运转,599,0,600,0,2,0,0,814
2016-11-25 12:28:41,运转.运转,599,1,603,1,0,1,-1,819
2016-11-25 12:28:46,运转.运转,599,0,603,0,0,0,0,824
2016-11-25 12:28:51,运转.运转,599,1,605,1,0,1,-1,829
2016-11-25 12:28:56,运转.运转,600,0,605,0,2,0,0,834
2016-11-25 12:29:01,运转.运转,600,1,606,1,0,1,-1,830
2016-11-25 12:29:06,运转.运转,600,1,604,1,0,1,0,825
2016-11-25 12:29:11,运转.运转,599,1,605,1,0,1,0,830
2016-11-25 12:29:16,运转.运转,599,0,604,0,1,0,0,825
2016-11-25 12:29:21,运转.运转,600,0,605,0,1,0,0,819
2016-11-25 12:29:26,运转.运转,599,1,605,1,0,1,-1,815
2016-11-25 12:29:31,运转.运转,600,1,605,1,0,1,-1,811
2016-11-25 12:29:36,运转.运转,600,0,603,0,1,0,0,807
2016-11-25 12:29:41,运转.运转,599,1,606,1,0,1,0,803
2016-11-25 12:29:46,运转.运转,600,1,604,1,0,1,0,799
2016-11-25 12:29:51,运转.运转,600,0,603,0,2,0,0,795
2016-11-25 12:29:56,运转.运转,599,1,604,1,0,1,0,791
2016-11-25 12:30:01,运转.运转,599,0,605,0,0,0,0,787
2016-11-25 12:30:06,运转.运转,600,1,606,1,0,1,-1,783
2016-11-25 12:30:11,运转.运转,599,0,605,0,0,0,0,779
2016-11-25 12:30:16,运转.运转,599,0,603,0,1,0,0,784
2016-11-25 12:30:21,运转.运转,599,0,603,0,0,0,0,789
2016-11-25 12:30:26,运转.运转,600,0,603,0,2,0,0,794
2016-11-25 12:30:31,运转.运转,600,0,603,0,1,0,0,799
2016-11-25 12:30:36,运转.运转,600,1,605,1,0,1,0,804
2016-11-25 12:30:41,运转.运转,599,0,605,0,0,0,0,809
2016-11-25 12:30:46,运转.运转,599,1,605,1,0,1,0,814
2016-11-25 12:30:51,运转.运转,599,1,606,1,0,1,-1,819
2016-11-25 12:30:56,运转.运转,599,0,604,0,2,0,0,824
2016-11-25 12:31:01,运转.运转,599,1,606,1,0,1,-1,829
2016-11-25 12:31:06,运转.运转,600,0,603,0,0,0,0,834
2016-11-25 12:31:11,运转.运转,600,1,604,1,0,1,-1,830
2016-11-25 12:31:16,运转.运转,600,0,604,0,1,0,0,825
2016-11-25 12:31:21,运转.运转,600,1,606,1,0,1,0,830
2016-11-25 12:31:26,运转.运转,600,0,604,0,0,0,0,825
2016-11-25 12:31:31,运转.运转,600,1,606,1,0,1,-1,819
2016-11-25 12:31:36,运转.运转,599,1,604,1,0,1,-1,815
2016-11-25 12:31:41,运转.运转,600,1,604,1,0,1,-1,811
2016-11-25 12:31:46,运转.运转,599,0,603,0,1,0,0,807
2016-11-25 12:31:51,运转.运转,599,0,604,0,1,0,0,803
2016-11-25 12:31:56,运转.运转,600,1,604,1,0,1,0,799
2016-11-25 12:32:01,运转.运转,600,1,606,1,0,1,0,795
2016-11-25 12:32:06,运转.运转,600,1,605,1,0,1,-1,791
2016-11-25 12:32:11,运转.运转,600,0,603,0,2,0,0,787
2016-11-25 12:32:16,运转.运转,600,1,606,1,0,1,-1,783
2016-11-25 12:32:21,运转.运转,600,0,605,0,1,0,0,779
2016-11-25 12:32:26,运转.运转,600,0,603,0,2,0,0,784
2016-11-25 12:32:31,运转.运转,600,0,605,0,0,0,0,789
2016-11-25 12:32:36,运转.运转,599,0,603,0,1,0,0,794
2016-11-25 12:32:41,运转.运转,600,1,605,1,0,1,-1,799
2016-11-25 12:32:46,运转.运转,600,1,605,1,0,1,-1,804
2016-11-25 12:32:51,运转.运转,600,1,605,1,0,1,0,809
2016-11-25 12:32:56,运转.运转,600,0,605,0,0,0,0,814
2016-11-25 12:33:01,运转.运转,600,0,603,0,0,0,0,819
